,일자,CD_91일,콜_금리,국고채_3년,회사채_3년
0,2001.03.13,5.68,,6.09,7.23
1,2001.03.14,5.68,5.00,5.74,7.02
2,2001.03.15,5.67,5.00,5.57,6.96
3,2001.03.16,5.67,5.07,5.61,7.02
4,2001.03.19,5.67,5.00,5.64,7.06
5,2001.03.20,5.67,5.01,5.63,7.07
6,2001.03.21,5.68,5.03,5.71,7.17
7,2001.03.22,5.69,4.99,5.85,7.29
8,2001.03.23,5.69,5.01,5.76,7.21
9,2001.03.26,5.69,5.02,5.68,7.14
10,2001.03.27,5.69,5.00,5.72,7.17
11,2001.03.28,5.70,4.98,5.88,7.31
12,2001.03.29,5.70,4.98,6.12,7.51
13,2001.03.30,5.70,4.96,6.31,7.69
14,2001.04.02,5.74,4.99,6.66,7.95
15,2001.04.03,5.81,5.01,6.46,7.81
16,2001.04.04,5.87,5.01,6.70,8.03
17,2001.04.06,5.87,5.04,6.58,7.95
18,2001.04.09,5.87,5.01,6.50,7.89
19,2001.04.10,5.84,5.02,6.44,7.80
20,2001.04.11,5.84,5.02,6.40,7.75
21,2001.04.12,5.83,5.01,6.38,7.74
22,2001.04.13,5.83,5.03,6.40,7.74
23,2001.04.16,5.83,5.01,6.42,7.76
24,2001.04.17,5.83,5.01,6.40,7.74
25,2001.04.18,5.83,5.00,6.47,7.80
26,2001.04.19,5.83,5.00,6.48,7.81
27,2001.04.20,5.83,5.05,6.60,7.91
28,2001.04.23,5.83,5.02,6.72,8.00
29,2001.04.24,5.83,5.01,6.72,8.00
30,2001.04.25,5.84,5.01,6.75,8.04
31,2001.04.26,5.86,5.03,6.93,8.17
32,2001.04.27,5.89,4.98,6.85,8.11
33,2001.04.30,5.92,5.01,6.80,8.05
34,2001.05.02,5.90,5.02,6.57,7.87
35,2001.05.03,5.90,5.00,6.50,7.81
36,2001.05.04,5.89,4.99,6.45,7.79
37,2001.05.07,5.89,4.92,6.50,7.81
38,2001.05.08,5.89,5.00,6.47,7.78
39,2001.05.09,5.89,5.01,6.42,7.73
40,2001.05.10,5.89,5.02,6.43,7.74
41,2001.05.11,5.89,5.05,6.44,7.76
42,2001.05.14,5.89,5.01,6.54,7.79
43,2001.05.15,5.89,5.01,6.65,7.84
44,2001.05.16,5.88,5.00,6.61,7.83
45,2001.05.17,5.87,5.01,6.61,7.82
46,2001.05.18,5.85,5.01,6.59,7.79
47,2001.05.21,5.83,5.04,6.54,7.73
48,2001.05.22,5.83,5.02,6.53,7.72
49,2001.05.23,5.83,5.02,6.53,7.71
50,2001.05.24,5.82,5.02,6.40,7.61
51,2001.05.25,5.82,5.01,6.42,7.60
52,2001.05.28,5.81,5.01,6.26,7.47
53,2001.05.29,5.80,5.01,6.30,7.48
54,2001.05.30,5.78,5.01,6.16,7.36
55,2001.05.31,5.77,5.01,6.17,7.37
56,2001.06.01,5.76,5.07,6.15,7.35
57,2001.06.04,5.74,5.01,6.11,7.32
58,2001.06.05,5.74,5.02,6.23,7.42
59,2001.06.07,5.74,4.95,6.23,7.42
60,2001.06.08,5.73,5.02,6.10,7.30
61,2001.06.11,5.73,5.03,6.10,7.31
62,2001.06.12,5.70,5.02,6.13,7.33
63,2001.06.13,5.67,5.02,6.10,7.30
64,2001.06.14,5.64,5.02,6.07,7.27
65,2001.06.15,5.62,5.04,6.05,7.25
66,2001.06.18,5.61,5.01,6.14,7.33
67,2001.06.19,5.61,5.00,6.12,7.31
68,2001.06.20,5.60,5.00,6.00,7.19
69,2001.06.21,5.60,5.04,5.98,7.16
70,2001.06.22,5.60,4.94,5.93,7.13
71,2001.06.25,5.59,5.01,5.86,7.06
72,2001.06.26,5.58,5.01,5.89,7.09
73,2001.06.27,5.57,5.00,5.92,7.10
74,2001.06.28,5.57,4.98,5.90,7.08
75,2001.06.29,5.57,4.99,5.93,7.10
76,2001.07.02,5.56,4.99,5.96,7.14
77,2001.07.03,5.55,4.98,6.05,7.21
78,2001.07.04,5.53,4.98,6.03,7.19
79,2001.07.05,5.50,4.77,5.98,7.14
80,2001.07.06,5.46,4.75,5.92,7.11
81,2001.07.09,5.44,4.78,5.90,7.09
82,2001.07.10,5.43,4.78,5.90,7.09
83,2001.07.11,5.41,4.78,5.80,7.02
84,2001.07.12,5.38,4.78,5.75,7.00
85,2001.07.13,5.37,4.78,5.79,7.03
86,2001.07.16,5.35,4.78,5.79,7.03
87,2001.07.18,5.33,4.76,5.66,6.94
88,2001.07.19,5.29,4.76,5.57,6.86
89,2001.07.20,5.22,4.80,5.57,6.86
90,2001.07.23,5.17,4.79,5.61,6.90
91,2001.07.24,5.16,4.78,5.58,6.89
92,2001.07.25,5.14,4.78,5.58,6.89
93,2001.07.26,5.12,4.79,5.57,6.88
94,2001.07.27,5.11,4.79,5.60,6.90
95,2001.07.30,5.11,4.76,5.63,6.92
96,2001.07.31,5.14,4.77,5.58,6.89
97,2001.08.01,5.13,4.77,5.48,6.79
98,2001.08.02,5.12,4.76,5.47,6.78
99,2001.08.03,5.11,4.75,5.42,6.73
100,2001.08.06,5.10,4.79,5.41,6.72
101,2001.08.07,5.10,4.74,5.37,6.70
102,2001.08.08,5.10,4.77,5.34,6.67
103,2001.08.09,5.00,4.52,5.14,6.51
104,2001.08.10,4.90,4.55,5.02,6.42
105,2001.08.13,4.84,4.53,4.96,6.33
106,2001.08.14,4.84,4.52,5.10,6.44
107,2001.08.16,4.86,4.52,5.12,6.46
108,2001.08.17,4.85,4.57,5.02,6.39
109,2001.08.20,4.84,4.54,4.97,6.34
110,2001.08.21,4.84,4.50,4.99,6.35
111,2001.08.22,4.83,4.46,4.94,6.33
112,2001.08.23,4.82,4.53,5.06,6.42
113,2001.08.24,4.82,4.54,5.07,6.43
114,2001.08.27,4.82,4.53,5.15,6.51
115,2001.08.28,4.82,4.50,5.12,6.50
116,2001.08.29,4.81,4.52,5.02,6.42
117,2001.08.30,4.82,4.51,5.14,6.54
118,2001.08.31,4.81,4.54,5.15,6.55
119,2001.09.03,4.80,4.52,5.01,6.41
120,2001.09.04,4.80,4.52,5.02,6.39
121,2001.09.05,4.81,4.53,5.12,6.48
122,2001.09.06,4.81,4.50,5.17,6.53
123,2001.09.07,4.81,4.44,5.20,6.55
124,2001.09.10,4.81,4.52,5.16,6.58
125,2001.09.11,4.81,4.52,5.18,6.59
126,2001.09.12,4.81,4.51,5.05,6.48
127,2001.09.13,4.81,4.51,4.99,6.42
128,2001.09.14,4.81,4.51,4.92,6.35
129,2001.09.17,4.81,4.52,4.97,6.40
130,2001.09.18,4.81,4.52,4.90,6.34
131,2001.09.19,4.54,4.01,4.67,6.16
132,2001.09.20,4.49,4.02,4.70,6.17
133,2001.09.21,4.47,4.01,4.72,6.19
134,2001.09.24,4.44,4.02,4.68,6.15
135,2001.09.25,4.43,4.02,4.66,6.13
136,2001.09.26,4.42,4.02,4.65,6.12
137,2001.09.27,4.42,4.01,4.57,6.05
138,2001.09.28,4.41,4.00,4.45,5.95
139,2001.10.04,4.37,4.01,4.34,5.87
140,2001.10.05,4.34,4.02,4.39,5.91
141,2001.10.08,4.29,4.00,4.41,5.93
142,2001.10.09,4.26,4.01,4.38,5.92
143,2001.10.10,4.26,4.02,4.50,6.02
144,2001.10.11,4.27,4.02,4.82,6.34
145,2001.10.12,4.38,4.03,4.85,6.39
146,2001.10.15,4.36,4.01,4.70,6.29
147,2001.10.16,4.37,4.00,4.74,6.33
148,2001.10.17,4.38,4.00,4.81,6.40
149,2001.10.18,4.39,4.00,4.82,6.43
150,2001.10.19,4.37,4.02,4.76,6.38
151,2001.10.22,4.37,3.95,4.72,6.32
152,2001.10.23,4.36,4.01,4.77,6.37
153,2001.10.24,4.37,4.01,4.90,6.48
154,2001.10.25,4.38,4.02,4.98,6.54
155,2001.10.26,4.39,4.06,4.98,6.56
156,2001.10.29,4.39,4.00,4.98,6.57
157,2001.10.30,4.39,4.03,5.03,6.61
158,2001.10.31,4.38,4.02,4.98,6.59
159,2001.11.01,4.38,4.01,4.87,6.51
160,2001.11.02,4.38,4.06,4.79,6.46
161,2001.11.05,4.39,4.02,4.86,6.49
162,2001.11.06,4.39,3.99,4.83,6.45
163,2001.11.07,4.38,3.99,4.87,6.45
164,2001.11.08,4.39,4.02,4.87,6.45
165,2001.11.09,4.39,4.04,4.90,6.47
166,2001.11.12,4.39,4.02,4.94,6.50
167,2001.11.13,4.39,4.01,4.95,6.51
168,2001.11.14,4.45,4.01,5.25,6.70
169,2001.11.15,4.53,4.01,5.53,6.88
170,2001.11.16,4.57,4.03,5.59,6.93
171,2001.11.19,4.59,4.00,5.63,6.96
172,2001.11.20,4.59,4.00,5.55,6.88
173,2001.11.21,4.61,4.03,5.68,6.99
174,2001.11.22,4.65,4.02,5.89,7.16
175,2001.11.23,4.66,4.06,5.82,7.13
176,2001.11.26,4.69,4.02,5.89,7.20
177,2001.11.27,4.74,3.99,5.92,7.22
178,2001.11.28,4.75,3.98,5.70,7.04
179,2001.11.29,4.76,3.98,5.78,7.11
180,2001.11.30,4.76,4.04,5.68,6.99
181,2001.12.03,4.76,3.99,5.61,6.91
182,2001.12.04,4.76,3.99,5.72,7.01
183,2001.12.05,4.77,3.99,5.84,7.11
184,2001.12.06,4.83,3.98,6.14,7.35
185,2001.12.07,4.83,4.00,6.18,7.38
186,2001.12.10,4.87,3.99,6.20,7.42
187,2001.12.11,4.88,3.99,6.13,7.35
188,2001.12.12,4.89,3.98,6.15,7.31
189,2001.12.13,4.87,3.98,6.08,7.22
190,2001.12.14,4.87,4.04,5.94,7.09
191,2001.12.17,4.87,3.99,5.89,7.04
192,2001.12.18,4.86,3.98,5.79,6.93
193,2001.12.19,4.86,3.99,5.83,6.96
194,2001.12.20,4.86,4.01,5.88,7.01
195,2001.12.21,4.86,4.00,5.87,7.01
196,2001.12.24,4.86,3.99,5.87,7.01
197,2001.12.26,4.85,4.00,5.81,6.96
198,2001.12.27,4.86,3.98,5.84,6.99
199,2001.12.28,4.86,3.96,5.91,7.04
200,2001.12.31,4.86,4.01,5.91,7.04
201,2002.01.02,4.87,3.97,6.15,7.22
202,2002.01.03,4.88,3.97,6.17,7.23
203,2002.01.04,4.88,3.99,6.17,7.19
204,2002.01.07,4.88,3.93,6.15,7.15
205,2002.01.08,4.88,3.96,6.21,7.17
206,2002.01.09,4.88,3.96,6.15,7.18
207,2002.01.10,4.87,3.97,6.14,7.16
208,2002.01.11,4.86,4.07,6.00,7.03
209,2002.01.14,4.84,3.98,6.06,7.08
210,2002.01.15,4.81,3.97,6.02,7.03
211,2002.01.16,4.79,3.98,5.98,6.99
212,2002.01.17,4.77,3.97,5.96,6.96
213,2002.01.18,4.76,3.99,5.96,6.96
214,2002.01.21,4.75,4.02,5.96,6.96
215,2002.01.22,4.75,3.97,6.05,7.04
216,2002.01.23,4.74,3.97,6.08,7.04
217,2002.01.24,4.71,3.98,6.15,7.09
218,2002.01.25,4.70,4.03,6.12,7.06
219,2002.01.28,4.70,3.98,6.18,7.10
220,2002.01.29,4.69,3.98,6.15,7.07
221,2002.01.30,4.68,3.98,6.05,6.99
222,2002.01.31,4.67,3.98,6.03,6.97
223,2002.02.01,4.65,3.96,5.95,6.90
224,2002.02.04,4.64,3.98,5.95,6.91
225,2002.02.05,4.61,3.98,5.92,6.91
226,2002.02.06,4.60,3.99,5.94,6.92
227,2002.02.07,4.59,3.97,5.85,6.85
228,2002.02.08,4.55,4.01,5.90,6.89
229,2002.02.14,4.54,4.00,6.00,6.97
230,2002.02.15,4.53,4.05,5.99,6.96
231,2002.02.18,4.51,4.02,5.97,6.95
232,2002.02.19,4.50,4.01,5.95,6.93
233,2002.02.20,4.50,4.01,5.96,6.93
234,2002.02.21,4.49,4.03,5.93,6.90
235,2002.02.22,4.49,4.04,5.93,6.90
236,2002.02.25,4.48,4.03,5.89,6.86
237,2002.02.26,4.47,4.03,5.85,6.81
238,2002.02.27,4.47,4.02,5.85,6.81
239,2002.02.28,4.45,4.01,5.71,6.68
240,2002.03.04,4.45,4.01,5.90,6.85
241,2002.03.05,4.45,4.02,5.93,6.87
242,2002.03.06,4.46,4.03,6.05,6.95
243,2002.03.07,4.45,4.01,6.05,6.94
244,2002.03.08,4.49,4.03,6.19,6.98
245,2002.03.11,4.50,4.02,6.22,6.99
246,2002.03.12,4.50,4.01,6.23,7.00
247,2002.03.13,4.54,4.00,6.35,7.08
248,2002.03.14,4.55,4.00,6.36,7.08
249,2002.03.15,4.60,4.06,6.44,7.14
250,2002.03.18,4.61,4.00,6.40,7.10
251,2002.03.19,4.70,3.99,6.55,7.22
252,2002.03.20,4.77,4.00,6.48,7.17
253,2002.03.21,4.80,4.00,6.48,7.17
254,2002.03.22,4.80,4.02,6.46,7.15
255,2002.03.25,4.82,4.00,6.44,7.13
256,2002.03.26,4.83,4.01,6.48,7.17
257,2002.03.27,4.84,4.00,6.46,7.15
258,2002.03.28,4.84,4.00,6.37,7.08
259,2002.03.29,4.83,4.00,6.39,7.07
260,2002.04.01,4.82,4.01,6.46,7.14
261,2002.04.02,4.83,4.00,6.53,7.20
262,2002.04.03,4.83,4.00,6.49,7.22
263,2002.04.04,4.83,4.02,6.52,7.24
264,2002.04.08,4.83,4.00,6.52,7.24
265,2002.04.09,4.83,4.00,6.58,7.30
266,2002.04.10,4.82,4.01,6.52,7.24
267,2002.04.11,4.82,4.01,6.53,7.25
268,2002.04.12,4.82,4.06,6.48,7.20
269,2002.04.15,4.81,4.01,6.46,7.19
270,2002.04.16,4.81,4.01,6.51,7.24
271,2002.04.17,4.79,4.01,6.51,7.24
272,2002.04.18,4.77,4.01,6.49,7.22
273,2002.04.19,4.76,4.02,6.47,7.20
274,2002.04.22,4.75,3.97,6.49,7.22
275,2002.04.23,4.74,4.01,6.47,7.20
276,2002.04.24,4.74,4.01,6.44,7.18
277,2002.04.25,4.74,4.02,6.40,7.17
278,2002.04.26,4.73,4.09,6.37,7.14
279,2002.04.29,4.72,4.03,6.33,7.11
280,2002.04.30,4.72,4.04,6.33,7.11
281,2002.05.02,4.71,4.06,6.31,7.09
282,2002.05.03,4.70,4.02,6.28,7.06
283,2002.05.06,4.69,4.17,6.29,7.07
284,2002.05.07,4.76,4.21,6.34,7.12
285,2002.05.08,4.80,4.27,6.38,7.16
286,2002.05.09,4.82,4.27,6.40,7.18
287,2002.05.10,4.81,4.26,6.29,7.07
288,2002.05.13,4.81,4.27,6.25,7.03
289,2002.05.14,4.81,4.27,6.24,7.02
290,2002.05.15,4.82,4.27,6.32,7.10
291,2002.05.16,4.83,4.28,6.31,7.09
292,2002.05.17,4.84,4.32,6.32,7.10
293,2002.05.20,4.84,4.29,6.32,7.10
294,2002.05.21,4.85,4.25,6.28,7.06
295,2002.05.22,4.85,4.26,6.33,7.10
296,2002.05.23,4.84,4.28,6.31,7.08
297,2002.05.24,4.83,4.26,6.31,7.08
298,2002.05.27,4.83,4.29,6.31,7.08
299,2002.05.28,4.83,4.25,6.32,7.08
300,2002.05.29,4.83,4.26,6.28,7.03
301,2002.05.30,4.83,4.27,6.15,6.91
302,2002.05.31,4.83,4.28,6.14,6.90
303,2002.06.03,4.83,4.28,6.14,6.90
304,2002.06.04,4.83,4.28,6.08,6.85
305,2002.06.05,4.83,4.28,6.10,6.86
306,2002.06.07,4.83,4.23,6.05,6.83
307,2002.06.10,4.83,4.29,6.06,6.84
308,2002.06.11,4.83,4.30,6.08,6.87
309,2002.06.12,4.83,4.29,6.09,6.88
310,2002.06.14,4.84,4.27,6.08,6.88
311,2002.06.17,4.83,4.30,5.98,6.80
312,2002.06.18,4.83,4.29,5.95,6.77
313,2002.06.19,4.84,4.29,5.89,6.72
314,2002.06.20,4.84,4.32,5.89,6.72
315,2002.06.21,4.85,4.29,5.86,6.70
316,2002.06.24,4.86,4.30,5.83,6.67
317,2002.06.25,4.88,4.30,5.75,6.61
318,2002.06.26,4.89,4.32,5.52,6.45
319,2002.06.27,4.90,4.31,5.61,6.54
320,2002.06.28,4.91,4.26,5.66,6.59
321,2002.07.02,4.91,4.29,5.62,6.56
322,2002.07.03,4.91,4.29,5.66,6.58
323,2002.07.04,4.92,4.25,5.76,6.68
324,2002.07.05,4.94,4.26,5.91,6.76
325,2002.07.08,4.94,4.28,5.86,6.71
326,2002.07.09,4.95,4.28,5.93,6.77
327,2002.07.10,4.95,4.28,5.91,6.75
328,2002.07.11,4.95,4.29,5.80,6.66
329,2002.07.12,4.95,4.28,5.88,6.75
330,2002.07.15,4.95,4.29,5.84,6.71
331,2002.07.16,4.95,4.28,5.83,6.70
332,2002.07.18,4.95,4.28,5.84,6.71
333,2002.07.19,4.94,4.24,5.70,6.61
334,2002.07.22,4.92,4.26,5.45,6.39
335,2002.07.23,4.91,4.27,5.64,6.57
336,2002.07.24,4.89,4.27,5.54,6.47
337,2002.07.25,4.86,4.28,5.50,6.42
338,2002.07.26,4.85,4.30,5.43,6.31
339,2002.07.29,4.84,4.28,5.46,6.34
340,2002.07.30,4.84,4.28,5.57,6.44
341,2002.07.31,4.84,4.27,5.54,6.42
342,2002.08.01,4.84,4.28,5.48,6.35
343,2002.08.02,4.83,4.27,5.39,6.26
344,2002.08.05,4.81,4.29,5.26,6.12
345,2002.08.06,4.81,4.27,5.32,6.18
346,2002.08.07,4.80,4.26,5.30,6.16
347,2002.08.08,4.80,4.27,5.28,6.15
348,2002.08.09,4.80,4.28,5.27,6.14
349,2002.08.12,4.80,4.30,5.26,6.13
350,2002.08.13,4.80,4.29,5.26,6.13
351,2002.08.14,4.79,4.30,5.24,6.11
352,2002.08.16,4.79,4.31,5.27,6.14
353,2002.08.19,4.79,4.31,5.29,6.15
354,2002.08.20,4.79,4.30,5.35,6.20
355,2002.08.21,4.80,4.28,5.41,6.26
356,2002.08.22,4.80,4.26,5.44,6.28
357,2002.08.23,4.80,4.29,5.48,6.32
358,2002.08.26,4.80,4.31,5.57,6.41
359,2002.08.27,4.80,4.27,5.56,6.40
360,2002.08.28,4.80,4.27,5.56,6.39
361,2002.08.29,4.80,4.28,5.53,6.36
362,2002.08.30,4.80,4.28,5.45,6.23
363,2002.09.02,4.80,4.28,5.50,6.26
364,2002.09.03,4.80,4.28,5.45,6.17
365,2002.09.04,4.80,4.29,5.35,6.05
366,2002.09.05,4.80,4.32,5.34,6.02
367,2002.09.06,4.80,4.26,5.29,5.94
368,2002.09.09,4.80,4.29,5.31,5.95
369,2002.09.10,4.80,4.29,5.39,6.02
370,2002.09.11,4.80,4.29,5.50,6.17
371,2002.09.12,4.80,4.29,5.47,6.16
372,2002.09.13,4.80,4.31,5.34,6.04
373,2002.09.16,4.80,4.35,5.34,6.05
374,2002.09.17,4.82,4.37,5.51,6.20
375,2002.09.18,4.82,4.32,5.37,6.07
376,2002.09.19,4.82,4.28,5.38,6.08
377,2002.09.23,4.82,4.30,5.32,6.02
378,2002.09.24,4.82,4.27,5.31,6.01
379,2002.09.25,4.82,4.29,5.32,6.02
380,2002.09.26,4.82,4.30,5.29,6.00
381,2002.09.27,4.84,4.29,5.30,6.00
382,2002.09.30,4.86,4.28,5.30,6.00
383,2002.10.01,4.86,4.28,5.31,6.01
384,2002.10.02,4.86,4.35,5.34,6.01
385,2002.10.04,4.87,4.33,5.38,6.05
386,2002.10.07,4.87,4.26,5.38,6.03
387,2002.10.08,4.87,4.31,5.41,6.05
388,2002.10.09,4.87,4.31,5.39,6.02
389,2002.10.10,4.87,4.31,5.33,5.94
390,2002.10.11,4.89,4.39,5.33,5.94
391,2002.10.14,4.90,4.30,5.36,5.97
392,2002.10.15,4.91,4.28,5.38,5.99
393,2002.10.16,4.92,4.28,5.40,6.01
394,2002.10.17,4.93,4.28,5.50,6.09
395,2002.10.18,4.94,4.28,5.49,6.08
396,2002.10.21,4.94,4.26,5.45,6.04
397,2002.10.22,4.94,4.22,5.45,6.04
398,2002.10.23,4.94,4.28,5.46,6.05
399,2002.10.24,4.94,4.28,5.43,6.02
400,2002.10.25,4.94,4.30,5.40,6.01
401,2002.10.28,4.94,4.30,5.37,5.99
402,2002.10.29,4.94,4.28,5.35,5.97
403,2002.10.30,4.94,4.29,5.35,5.97
404,2002.10.31,4.94,4.28,5.33,5.95
405,2002.11.01,4.94,4.29,5.31,5.93
406,2002.11.04,4.94,4.28,5.35,5.97
407,2002.11.05,4.94,4.29,5.34,5.96
408,2002.11.06,4.94,4.31,5.35,5.97
409,2002.11.07,4.94,4.25,5.28,5.90
410,2002.11.08,4.93,4.28,5.24,5.86
411,2002.11.11,4.92,4.31,5.23,5.85
412,2002.11.12,4.91,4.30,5.20,5.81
413,2002.11.13,4.91,4.30,5.17,5.78
414,2002.11.14,4.91,4.31,5.18,5.79
415,2002.11.15,4.91,4.31,5.27,5.86
416,2002.11.18,4.90,4.30,5.24,5.84
417,2002.11.19,4.89,4.30,5.22,5.81
418,2002.11.20,4.89,4.30,5.24,5.84
419,2002.11.21,4.89,4.25,5.27,5.87
420,2002.11.22,4.89,4.23,5.30,5.90
421,2002.11.25,4.89,4.31,5.37,5.97
422,2002.11.26,4.89,4.30,5.35,5.95
423,2002.11.27,4.89,4.28,5.39,5.99
424,2002.11.28,4.90,4.28,5.41,6.01
425,2002.11.29,4.90,4.28,5.35,5.96
426,2002.12.02,4.90,4.28,5.39,6.00
427,2002.12.03,4.90,4.27,5.40,6.01
428,2002.12.04,4.90,4.28,5.37,5.98
429,2002.12.05,4.90,4.30,5.39,6.00
430,2002.12.06,4.90,4.25,5.39,6.00
431,2002.12.09,4.90,4.30,5.34,5.95
432,2002.12.10,4.90,4.28,5.34,5.95
433,2002.12.11,4.90,4.29,5.31,5.91
434,2002.12.12,4.90,4.30,5.30,5.90
435,2002.12.13,4.90,4.30,5.27,5.87
436,2002.12.16,4.90,4.31,5.27,5.87
437,2002.12.17,4.90,4.30,5.28,5.88
438,2002.12.18,4.90,4.30,5.27,5.87
439,2002.12.20,4.90,4.30,5.24,5.84
440,2002.12.23,4.90,4.30,5.23,5.82
441,2002.12.24,4.90,4.28,5.24,5.83
442,2002.12.26,4.90,4.31,5.19,5.78
443,2002.12.27,4.90,4.31,5.19,5.78
444,2002.12.30,4.90,4.35,5.13,5.71
445,2002.12.31,4.90,4.52,5.11,5.68
446,2003.01.02,4.90,4.29,5.07,5.64
447,2003.01.03,4.90,4.27,5.09,5.67
448,2003.01.06,4.90,4.29,5.10,5.67
449,2003.01.07,4.89,4.22,5.05,5.62
450,2003.01.08,4.86,4.28,5.06,5.57
451,2003.01.09,4.84,4.28,5.06,5.57
452,2003.01.10,4.81,4.28,5.03,5.54
453,2003.01.13,4.81,4.28,5.05,5.56
454,2003.01.14,4.76,4.26,5.01,5.51
455,2003.01.15,4.74,4.28,4.98,5.47
456,2003.01.16,4.66,4.27,4.96,5.45
457,2003.01.17,4.63,4.28,4.96,5.45
458,2003.01.20,4.60,4.29,4.96,5.45
459,2003.01.21,4.59,4.26,4.93,5.42
460,2003.01.22,4.58,4.21,4.89,5.39
461,2003.01.23,4.56,4.28,4.91,5.41
462,2003.01.24,4.56,4.29,4.90,5.41
463,2003.01.27,4.56,4.30,4.87,5.38
464,2003.01.28,4.55,4.29,4.81,5.33
465,2003.01.29,4.54,4.31,4.74,5.26
466,2003.01.30,4.55,4.34,4.77,5.29
467,2003.02.03,4.55,4.34,4.79,5.30
468,2003.02.04,4.55,4.40,4.76,5.27
469,2003.02.05,4.55,4.41,4.76,5.27
470,2003.02.06,4.54,4.31,4.70,5.21
471,2003.02.07,4.54,4.31,4.68,5.19
472,2003.02.10,4.54,4.28,4.68,5.19
473,2003.02.11,4.53,4.28,4.75,5.26
474,2003.02.12,4.53,4.28,4.81,5.32
475,2003.02.13,4.53,4.28,4.78,5.29
476,2003.02.14,4.53,4.28,4.77,5.29
477,2003.02.17,4.54,4.28,4.86,5.38
478,2003.02.18,4.54,4.26,4.85,5.37
479,2003.02.19,4.54,4.26,4.78,5.30
480,2003.02.20,4.54,4.27,4.79,5.31
481,2003.02.21,4.54,4.30,4.73,5.25
482,2003.02.24,4.54,4.29,4.71,5.24
483,2003.02.25,4.54,4.27,4.65,5.19
484,2003.02.26,4.54,4.29,4.60,5.14
485,2003.02.27,4.53,4.28,4.57,5.11
486,2003.02.28,4.53,4.27,4.60,5.14
487,2003.03.03,4.53,4.27,4.64,5.18
488,2003.03.04,4.53,4.26,4.60,5.15
489,2003.03.05,4.53,4.26,4.60,5.15
490,2003.03.06,4.53,4.29,4.60,5.15
491,2003.03.07,4.53,4.23,4.62,5.17
492,2003.03.10,4.52,4.28,4.65,5.20
493,2003.03.11,4.51,4.28,4.69,5.25
494,2003.03.12,4.70,4.30,5.20,5.85
495,2003.03.13,5.04,4.28,5.24,5.89
496,2003.03.14,5.04,4.27,5.08,5.76
497,2003.03.17,5.06,4.28,5.10,5.79
498,2003.03.18,5.06,4.21,5.00,5.70
499,2003.03.19,4.97,4.01,4.86,5.57
500,2003.03.20,4.91,4.01,4.82,5.53
501,2003.03.21,4.88,3.84,4.75,5.46
502,2003.03.24,4.86,4.25,4.75,5.46
503,2003.03.25,4.81,4.24,4.72,5.43
504,2003.03.26,4.76,4.26,4.65,5.37
505,2003.03.27,4.75,4.23,4.61,5.33
506,2003.03.28,4.73,4.24,4.68,5.40
507,2003.03.31,4.70,4.27,4.62,5.38
508,2003.04.01,4.70,4.25,4.61,5.38
509,2003.04.02,4.70,4.24,4.63,5.40
510,2003.04.03,4.69,4.24,4.60,5.37
511,2003.04.04,4.69,4.29,4.61,5.38
512,2003.04.07,4.69,4.22,4.65,5.42
513,2003.04.08,4.69,4.24,4.65,5.44
514,2003.04.09,4.69,4.24,4.68,5.47
515,2003.04.10,4.64,4.23,4.62,5.41
516,2003.04.11,4.61,4.24,4.58,5.37
517,2003.04.14,4.61,4.23,4.59,5.38
518,2003.04.15,4.59,4.23,4.59,5.38
519,2003.04.16,4.59,4.24,4.60,5.39
520,2003.04.17,4.58,4.24,4.60,5.39
521,2003.04.18,4.58,4.24,4.62,5.40
522,2003.04.21,4.57,4.28,4.64,5.42
523,2003.04.22,4.57,4.23,4.61,5.40
524,2003.04.23,4.57,4.24,4.58,5.39
525,2003.04.24,4.57,4.25,4.57,5.39
526,2003.04.25,4.57,4.26,4.56,5.38
527,2003.04.28,4.55,4.26,4.52,5.35
528,2003.04.29,4.55,4.24,4.52,5.35
529,2003.04.30,4.54,4.26,4.46,5.32
530,2003.05.02,4.51,4.26,4.40,5.30
531,2003.05.06,4.51,4.25,4.40,5.30
532,2003.05.07,4.51,4.23,4.39,5.29
533,2003.05.09,4.49,4.26,4.37,5.28
534,2003.05.12,4.49,4.26,4.39,5.31
535,2003.05.13,4.43,4.01,4.34,5.28
536,2003.05.14,4.41,4.01,4.25,5.24
537,2003.05.15,4.39,4.04,4.22,5.23
538,2003.05.16,4.39,4.02,4.22,5.23
539,2003.05.19,4.35,4.02,4.19,5.20
540,2003.05.20,4.33,4.01,4.25,5.26
541,2003.05.21,4.32,4.00,4.21,5.23
542,2003.05.22,4.33,3.99,4.26,5.29
543,2003.05.23,4.33,4.01,4.26,5.29
544,2003.05.26,4.33,4.01,4.28,5.31
545,2003.05.27,4.33,4.00,4.24,5.29
546,2003.05.28,4.32,4.00,4.20,5.26
547,2003.05.29,4.30,4.03,4.11,5.21
548,2003.05.30,4.30,4.01,4.10,5.21
549,2003.06.02,4.30,4.00,4.13,5.24
550,2003.06.03,4.30,4.00,4.09,5.22
551,2003.06.04,4.30,4.01,4.08,5.21
552,2003.06.05,4.30,4.02,4.07,5.20
553,2003.06.09,4.29,4.00,4.07,5.20
554,2003.06.10,4.29,4.01,4.04,5.18
555,2003.06.11,4.29,4.01,4.03,5.18
556,2003.06.12,4.27,4.00,4.06,5.21
557,2003.06.13,4.26,4.00,4.05,5.23
