,일자,CD_91일,콜_금리,국고채_3년,회사채_3년
1246,2006.03.17,4.27,3.97,4.89,5.26
1247,2006.03.20,4.27,3.98,4.90,5.27
1248,2006.03.21,4.27,3.95,4.92,5.27
1249,2006.03.22,4.27,3.92,4.92,5.27
1250,2006.03.23,4.27,3.97,4.92,5.26
1251,2006.03.24,4.27,3.97,4.94,5.28
1252,2006.03.27,4.27,3.98,4.94,5.28
1253,2006.03.28,4.27,3.97,4.90,5.23
1254,2006.03.29,4.27,3.96,4.88,5.21
1255,2006.03.30,4.27,3.96,4.89,5.22
1256,2006.03.31,4.27,3.97,4.93,5.25
1257,2006.04.03,4.27,3.97,4.98,5.29
1258,2006.04.04,4.28,3.96,5.00,5.31
1259,2006.04.05,4.29,3.96,4.98,5.29
1260,2006.04.06,4.29,3.93,4.96,5.27
1261,2006.04.07,4.29,3.92,4.92,5.23
1262,2006.04.10,4.30,3.97,4.97,5.26
1263,2006.04.11,4.31,3.97,4.96,5.26
1264,2006.04.12,4.35,3.97,4.97,5.27
1265,2006.04.13,4.35,3.96,5.01,5.30
1266,2006.04.14,4.36,3.96,5.04,5.33
1267,2006.04.17,4.36,3.96,5.03,5.31
1268,2006.04.18,4.36,3.96,5.03,5.31
1269,2006.04.19,4.36,3.99,4.97,5.24
1270,2006.04.20,4.36,3.97,4.97,5.24
1271,2006.04.21,4.36,4.00,4.91,5.19
1272,2006.04.24,4.36,3.97,4.88,5.15
1273,2006.04.25,4.36,3.97,4.90,5.17
1274,2006.04.26,4.36,3.97,4.87,5.14
1275,2006.04.27,4.36,3.97,4.87,5.14
1276,2006.04.28,4.36,3.97,4.81,5.08
1277,2006.05.02,4.36,3.97,4.82,5.09
1278,2006.05.03,4.36,3.97,4.84,5.11
1279,2006.05.04,4.36,3.94,4.80,5.07
1280,2006.05.08,4.36,3.96,4.80,5.07
1281,2006.05.09,4.36,3.96,4.81,5.07
1282,2006.05.10,4.36,3.97,4.82,5.08
1283,2006.05.11,4.36,3.97,4.76,5.03
1284,2006.05.12,4.36,3.96,4.76,5.03
1285,2006.05.15,4.36,3.96,4.81,5.08
1286,2006.05.16,4.36,3.96,4.80,5.07
1287,2006.05.17,4.36,3.96,4.77,5.04
1288,2006.05.18,4.36,3.96,4.75,5.02
1289,2006.05.19,4.36,3.94,4.72,4.99
1290,2006.05.22,4.36,3.97,4.74,5.01
1291,2006.05.23,4.36,3.96,4.77,5.04
1292,2006.05.24,4.36,3.96,4.75,5.03
1293,2006.05.25,4.36,3.96,4.75,5.03
1294,2006.05.26,4.36,3.95,4.76,5.04
1295,2006.05.29,4.36,3.96,4.75,5.02
1296,2006.05.30,4.36,3.96,4.72,5.00
1297,2006.06.01,4.36,3.96,4.71,4.99
1298,2006.06.02,4.36,3.95,4.74,5.02
1299,2006.06.05,4.36,3.94,4.74,5.02
1300,2006.06.07,4.36,3.99,4.77,5.05
1301,2006.06.08,4.41,4.20,4.80,5.07
1302,2006.06.09,4.41,4.20,4.82,5.09
1303,2006.06.12,4.41,4.20,4.84,5.11
1304,2006.06.13,4.41,4.20,4.84,5.11
1305,2006.06.14,4.41,4.20,4.85,5.12
1306,2006.06.15,4.41,4.21,4.89,5.16
1307,2006.06.16,4.44,4.19,4.89,5.16
1308,2006.06.19,4.48,4.19,4.94,5.21
1309,2006.06.20,4.50,4.19,4.94,5.22
1310,2006.06.21,4.51,4.19,4.94,5.22
1311,2006.06.22,4.55,4.22,4.96,5.24
1312,2006.06.23,4.55,4.20,5.04,5.31
1313,2006.06.26,4.56,4.20,5.03,5.30
1314,2006.06.27,4.57,4.20,5.04,5.31
1315,2006.06.28,4.57,4.19,5.04,5.31
1316,2006.06.29,4.60,4.20,5.01,5.28
1317,2006.06.30,4.59,4.21,4.92,5.20
1318,2006.07.03,4.59,4.20,4.92,5.20
1319,2006.07.04,4.60,4.20,4.89,5.17
1320,2006.07.05,4.60,4.20,4.85,5.14
1321,2006.07.06,4.60,4.19,4.85,5.14
1322,2006.07.07,4.60,4.22,4.93,5.21
1323,2006.07.10,4.61,4.20,4.95,5.23
1324,2006.07.11,4.62,4.20,4.92,5.20
1325,2006.07.12,4.63,4.20,4.94,5.22
1326,2006.07.13,4.63,4.20,4.93,5.21
1327,2006.07.14,4.64,4.21,4.91,5.20
1328,2006.07.18,4.64,4.21,4.88,5.17
1329,2006.07.19,4.64,4.21,4.89,5.18
1330,2006.07.20,4.64,4.19,4.86,5.16
1331,2006.07.21,4.64,4.30,4.86,5.16
1332,2006.07.24,4.64,4.23,4.87,5.17
1333,2006.07.25,4.64,4.23,4.90,5.21
1334,2006.07.26,4.64,4.23,4.89,5.20
1335,2006.07.27,4.64,4.22,4.87,5.18
1336,2006.07.28,4.64,4.22,4.86,5.18
1337,2006.07.31,4.64,4.22,4.83,5.15
1338,2006.08.01,4.64,4.21,4.79,5.11
1339,2006.08.02,4.64,4.22,4.80,5.12
1340,2006.08.03,4.64,4.23,4.79,5.11
1341,2006.08.04,4.64,4.29,4.81,5.13
1342,2006.08.07,4.64,4.25,4.79,5.11
1343,2006.08.08,4.64,4.25,4.76,5.08
1344,2006.08.09,4.64,4.24,4.75,5.07
1345,2006.08.10,4.71,4.49,4.80,5.12
1346,2006.08.11,4.70,4.50,4.75,5.07
1347,2006.08.14,4.70,4.49,4.81,5.13
1348,2006.08.16,4.70,4.49,4.80,5.13
1349,2006.08.17,4.70,4.49,4.77,5.10
1350,2006.08.18,4.70,4.48,4.77,5.09
1351,2006.08.21,4.70,4.48,4.78,5.10
1352,2006.08.22,4.70,4.47,4.77,5.09
1353,2006.08.23,4.69,4.49,4.74,5.07
1354,2006.08.24,4.69,4.49,4.76,5.09
1355,2006.08.25,4.69,4.49,4.75,5.08
1356,2006.08.28,4.69,4.48,4.75,5.08
1357,2006.08.29,4.68,4.48,4.75,5.08
1358,2006.08.30,4.68,4.48,4.76,5.09
1359,2006.08.31,4.68,4.49,4.76,5.09
1360,2006.09.01,4.68,4.48,4.73,5.06
1361,2006.09.04,4.67,4.47,4.72,5.05
1362,2006.09.05,4.67,4.47,4.74,5.07
1363,2006.09.06,4.67,4.43,4.78,5.11
1364,2006.09.07,4.67,4.47,4.73,5.05
1365,2006.09.08,4.65,4.48,4.73,5.05
1366,2006.09.11,4.65,4.47,4.73,5.06
1367,2006.09.12,4.64,4.47,4.73,5.06
1368,2006.09.13,4.63,4.47,4.71,5.04
1369,2006.09.14,4.63,4.47,4.72,5.05
1370,2006.09.15,4.63,4.47,4.71,5.04
1371,2006.09.18,4.63,4.47,4.72,5.05
1372,2006.09.19,4.63,4.47,4.72,5.05
1373,2006.09.20,4.63,4.47,4.67,5.00
1374,2006.09.21,4.63,4.48,4.66,4.99
1375,2006.09.22,4.63,4.49,4.62,4.96
1376,2006.09.25,4.61,4.48,4.63,4.97
1377,2006.09.26,4.61,4.47,4.62,4.96
1378,2006.09.27,4.61,4.47,4.61,4.95
1379,2006.09.28,4.60,4.47,4.61,4.95
1380,2006.09.29,4.59,4.48,4.57,4.89
1381,2006.10.02,4.58,4.44,4.59,4.91
1382,2006.10.04,4.58,4.45,4.57,4.89
1383,2006.10.09,4.58,4.48,4.59,4.90
1384,2006.10.10,4.58,4.48,4.58,4.90
1385,2006.10.11,4.58,4.47,4.61,4.91
1386,2006.10.12,4.58,4.48,4.61,4.91
1387,2006.10.13,4.57,4.48,4.62,4.92
1388,2006.10.16,4.57,4.48,4.63,4.93
1389,2006.10.17,4.57,4.48,4.60,4.91
1390,2006.10.18,4.57,4.48,4.60,4.91
1391,2006.10.19,4.57,4.49,4.57,4.87
1392,2006.10.20,4.57,4.48,4.57,4.87
1393,2006.10.23,4.57,4.48,4.60,4.90
1394,2006.10.24,4.57,4.48,4.67,4.97
1395,2006.10.25,4.57,4.48,4.67,4.97
1396,2006.10.26,4.57,4.48,4.65,4.95
1397,2006.10.27,4.57,4.47,4.66,4.96
1398,2006.10.30,4.57,4.48,4.70,5.00
1399,2006.10.31,4.58,4.48,4.71,5.01
1400,2006.11.01,4.58,4.47,4.66,4.97
1401,2006.11.02,4.58,4.47,4.62,4.93
1402,2006.11.03,4.58,4.47,4.62,4.93
1403,2006.11.06,4.59,4.44,4.72,5.03
1404,2006.11.07,4.59,4.49,4.73,5.04
1405,2006.11.08,4.59,4.48,4.78,5.09
1406,2006.11.09,4.59,4.48,4.70,5.02
1407,2006.11.10,4.59,4.47,4.68,5.00
1408,2006.11.13,4.59,4.47,4.70,5.02
1409,2006.11.14,4.59,4.47,4.73,5.05
1410,2006.11.15,4.59,4.48,4.71,5.03
1411,2006.11.16,4.60,4.48,4.71,5.03
1412,2006.11.17,4.60,4.47,4.71,5.04
1413,2006.11.20,4.60,4.47,4.69,5.03
1414,2006.11.21,4.60,4.49,4.73,5.07
1415,2006.11.22,4.60,4.49,4.72,5.07
1416,2006.11.23,4.61,4.47,4.76,5.10
1417,2006.11.24,4.62,4.47,4.76,5.10
1418,2006.11.27,4.62,4.46,4.77,5.11
1419,2006.11.28,4.64,4.47,4.80,5.14
1420,2006.11.29,4.66,4.47,4.82,5.16
1421,2006.11.30,4.67,4.49,4.82,5.16
1422,2006.12.01,4.70,4.47,4.81,5.15
1423,2006.12.04,4.70,4.47,4.79,5.13
1424,2006.12.05,4.70,4.46,4.77,5.11
1425,2006.12.06,4.71,4.49,4.73,5.08
1426,2006.12.07,4.71,4.36,4.71,5.07
1427,2006.12.08,4.71,4.46,4.74,5.10
1428,2006.12.11,4.72,4.45,4.78,5.14
1429,2006.12.12,4.72,4.45,4.76,5.12
1430,2006.12.13,4.72,4.47,4.76,5.12
1431,2006.12.14,4.74,4.47,4.81,5.17
1432,2006.12.15,4.74,4.48,4.81,5.17
1433,2006.12.18,4.74,4.48,4.83,5.19
1434,2006.12.19,4.74,4.49,4.83,5.19
1435,2006.12.20,4.79,4.50,4.85,5.22
1436,2006.12.21,4.80,4.49,4.83,5.21
1437,2006.12.22,4.80,4.53,4.85,5.23
1438,2006.12.26,4.82,4.56,4.94,5.31
1439,2006.12.27,4.83,4.55,4.93,5.30
1440,2006.12.28,4.85,4.58,4.92,5.29
1441,2006.12.29,4.86,4.60,4.92,5.29
1442,2007.01.02,4.87,4.54,4.93,5.30
1443,2007.01.03,4.87,4.56,4.90,5.27
1444,2007.01.04,4.87,4.67,4.91,5.28
1445,2007.01.05,4.87,4.66,4.88,5.25
1446,2007.01.08,4.87,4.61,4.89,5.25
1447,2007.01.09,4.87,4.62,4.90,5.26
1448,2007.01.10,4.88,4.67,4.90,5.26
1449,2007.01.11,4.88,4.63,4.93,5.28
1450,2007.01.12,4.92,4.64,4.97,5.32
1451,2007.01.15,4.93,4.64,4.98,5.33
1452,2007.01.16,4.94,4.64,4.98,5.33
1453,2007.01.17,4.94,4.67,4.98,5.33
1454,2007.01.18,4.94,4.71,4.99,5.34
1455,2007.01.19,4.94,4.58,4.96,5.31
1456,2007.01.22,4.94,4.61,4.97,5.32
1457,2007.01.23,4.94,4.60,4.98,5.34
1458,2007.01.24,4.94,4.61,5.02,5.38
1459,2007.01.25,4.95,4.62,5.02,5.38
1460,2007.01.26,4.95,4.70,5.06,5.42
1461,2007.01.29,4.95,4.70,5.04,5.40
1462,2007.01.30,4.96,4.61,5.03,5.39
1463,2007.01.31,4.96,4.61,5.02,5.38
1464,2007.02.01,4.96,4.60,4.96,5.33
1465,2007.02.02,4.96,4.60,5.00,5.37
1466,2007.02.05,4.96,4.54,5.00,5.37
1467,2007.02.06,4.96,4.46,4.97,5.34
1468,2007.02.07,4.96,4.49,4.94,5.31
1469,2007.02.08,4.95,4.55,4.93,5.30
1470,2007.02.09,4.95,4.55,4.92,5.30
1471,2007.02.12,4.95,4.56,4.92,5.30
1472,2007.02.13,4.95,4.61,4.93,5.31
1473,2007.02.14,4.95,4.68,4.92,5.29
1474,2007.02.15,4.94,4.70,4.87,5.24
1475,2007.02.16,4.94,4.85,4.86,5.24
1476,2007.02.20,4.94,4.76,4.89,5.27
1477,2007.02.21,4.94,4.57,4.86,5.24
1478,2007.02.22,4.94,4.57,4.86,5.23
1479,2007.02.23,4.94,4.56,4.86,5.23
1480,2007.02.26,4.94,4.50,4.84,5.22
1481,2007.02.27,4.94,4.50,4.86,5.24
1482,2007.02.28,4.94,4.55,4.86,5.24
1483,2007.03.02,4.94,4.54,4.86,5.24
1484,2007.03.05,4.94,4.59,4.81,5.19
1485,2007.03.06,4.94,4.55,4.83,5.21
1486,2007.03.07,4.94,4.57,4.80,5.18
1487,2007.03.08,4.94,4.55,4.81,5.19
1488,2007.03.09,4.94,4.59,4.80,5.19
1489,2007.03.12,4.94,4.61,4.83,5.22
1490,2007.03.13,4.94,4.61,4.84,5.24
1491,2007.03.14,4.94,4.64,4.81,5.21
1492,2007.03.15,4.94,4.64,4.81,5.22
1493,2007.03.16,4.94,4.64,4.79,5.20
1494,2007.03.19,4.94,4.64,4.80,5.21
1495,2007.03.20,4.94,4.61,4.80,5.20
1496,2007.03.21,4.94,4.50,4.79,5.20
1497,2007.03.22,4.94,4.45,4.76,5.17
1498,2007.03.23,4.94,4.59,4.75,5.17
1499,2007.03.26,4.94,4.61,4.76,5.18
1500,2007.03.27,4.94,4.61,4.76,5.18
1501,2007.03.28,4.94,4.58,4.75,5.17
1502,2007.03.29,4.94,4.61,4.76,5.18
1503,2007.03.30,4.94,4.63,4.76,5.19
1504,2007.04.02,4.94,4.63,4.78,5.21
1505,2007.04.03,4.94,4.62,4.81,5.24
1506,2007.04.04,4.94,4.60,4.83,5.25
1507,2007.04.05,4.94,4.40,4.82,5.24
1508,2007.04.06,4.94,4.35,4.84,5.25
1509,2007.04.09,4.94,4.61,4.92,5.32
1510,2007.04.10,4.94,4.61,4.92,5.32
1511,2007.04.11,4.94,4.61,4.94,5.34
1512,2007.04.12,4.94,4.62,4.95,5.35
1513,2007.04.13,4.94,4.63,4.97,5.37
1514,2007.04.16,4.94,4.63,4.99,5.38
1515,2007.04.17,4.95,4.63,4.97,5.36
1516,2007.04.18,4.95,4.63,4.94,5.33
1517,2007.04.19,4.95,4.60,4.94,5.33
1518,2007.04.20,4.95,4.71,5.02,5.41
1519,2007.04.23,4.97,4.64,4.99,5.38
1520,2007.04.24,4.97,4.67,4.99,5.38
1521,2007.04.25,4.97,4.74,5.00,5.39
1522,2007.04.26,4.97,5.04,5.02,5.41
1523,2007.04.27,5.00,5.09,5.03,5.42
1524,2007.04.30,5.00,4.88,5.05,5.44
1525,2007.05.02,5.00,4.77,5.02,5.41
1526,2007.05.03,5.00,4.74,5.00,5.39
1527,2007.05.04,5.00,4.69,4.99,5.39
1528,2007.05.07,5.00,4.72,5.01,5.41
1529,2007.05.08,5.01,4.63,5.04,5.44
1530,2007.05.09,5.02,4.63,5.06,5.46
1531,2007.05.10,5.02,4.63,5.07,5.47
1532,2007.05.11,5.02,4.61,5.06,5.46
1533,2007.05.14,5.05,4.62,5.07,5.47
1534,2007.05.15,5.06,4.61,5.08,5.47
1535,2007.05.16,5.06,4.61,5.08,5.47
1536,2007.05.17,5.07,4.61,5.12,5.51
1537,2007.05.18,5.07,4.57,5.15,5.54
1538,2007.05.21,5.07,4.59,5.15,5.54
1539,2007.05.22,5.07,4.52,5.16,5.54
1540,2007.05.23,5.07,4.58,5.17,5.54
1541,2007.05.25,5.07,4.58,5.17,5.54
1542,2007.05.28,5.07,4.54,5.16,5.54
1543,2007.05.29,5.07,4.55,5.15,5.53
1544,2007.05.30,5.07,4.56,5.18,5.56
1545,2007.05.31,5.06,4.55,5.17,5.55
1546,2007.06.01,5.04,4.52,5.15,5.53
1547,2007.06.04,5.04,4.51,5.15,5.53
1548,2007.06.05,5.04,4.49,5.16,5.54
1549,2007.06.07,5.04,4.44,5.21,5.59
1550,2007.06.08,5.04,4.52,5.28,5.66
1551,2007.06.11,5.04,4.54,5.26,5.68
1552,2007.06.12,5.04,4.54,5.27,5.69
1553,2007.06.13,5.04,4.58,5.26,5.67
1554,2007.06.14,5.04,4.59,5.25,5.66
1555,2007.06.15,5.04,4.59,5.25,5.66
1556,2007.06.18,5.04,4.59,5.24,5.65
1557,2007.06.19,5.04,4.59,5.24,5.65
1558,2007.06.20,5.04,4.56,5.26,5.67
1559,2007.06.21,5.04,4.54,5.32,5.71
1560,2007.06.22,5.04,4.47,5.29,5.68
1561,2007.06.25,5.03,4.52,5.25,5.64
1562,2007.06.26,5.03,4.51,5.27,5.66
1563,2007.06.27,5.02,4.51,5.23,5.62
1564,2007.06.28,5.01,4.51,5.22,5.62
1565,2007.06.29,5.00,4.52,5.26,5.66
1566,2007.07.02,5.00,4.50,5.28,5.68
1567,2007.07.03,5.00,4.50,5.30,5.70
1568,2007.07.04,5.00,4.48,5.33,5.73
1569,2007.07.05,5.00,4.42,5.36,5.76
1570,2007.07.06,5.00,4.37,5.35,5.75
1571,2007.07.09,5.00,4.47,5.35,5.75
1572,2007.07.10,5.00,4.47,5.35,5.75
1573,2007.07.11,5.00,4.48,5.32,5.72
1574,2007.07.12,5.06,4.72,5.37,5.77
1575,2007.07.13,5.07,4.71,5.41,5.81
1576,2007.07.16,5.07,4.73,5.42,5.82
1577,2007.07.18,5.08,4.77,5.40,5.80
1578,2007.07.19,5.08,4.85,5.40,5.80
1579,2007.07.20,5.08,4.87,5.41,5.81
1580,2007.07.23,5.08,4.78,5.38,5.78
1581,2007.07.24,5.08,4.78,5.41,5.81
1582,2007.07.25,5.08,4.78,5.36,5.76
1583,2007.07.26,5.08,4.78,5.32,5.72
1584,2007.07.27,5.09,4.77,5.25,5.66
1585,2007.07.30,5.09,4.76,5.27,5.68
1586,2007.07.31,5.10,4.76,5.22,5.64
1587,2007.08.01,5.10,4.58,5.16,5.58
1588,2007.08.02,5.10,4.65,5.19,5.61
1589,2007.08.03,5.10,4.69,5.19,5.61
1590,2007.08.06,5.10,4.67,5.19,5.61
1591,2007.08.07,5.10,4.68,5.22,5.64
1592,2007.08.08,5.10,4.70,5.26,5.67
1593,2007.08.09,5.21,5.01,5.32,5.73
1594,2007.08.10,5.22,5.02,5.27,5.68
1595,2007.08.13,5.23,5.00,5.29,5.70
1596,2007.08.14,5.24,4.99,5.30,5.71
1597,2007.08.16,5.25,4.98,5.24,5.65
1598,2007.08.17,5.25,4.98,5.23,5.64
1599,2007.08.20,5.26,4.98,5.26,5.67
1600,2007.08.21,5.26,4.98,5.26,5.67
1601,2007.08.22,5.26,4.97,5.28,5.70
1602,2007.08.23,5.26,4.98,5.31,5.73
1603,2007.08.24,5.26,4.98,5.30,5.72
1604,2007.08.27,5.27,4.98,5.34,5.76
1605,2007.08.28,5.27,4.98,5.37,5.79
1606,2007.08.29,5.27,4.97,5.39,5.81
1607,2007.08.30,5.28,4.97,5.36,5.78
1608,2007.08.31,5.29,4.98,5.43,5.85
1609,2007.09.03,5.30,5.00,5.45,5.87
1610,2007.09.04,5.30,4.98,5.44,5.86
1611,2007.09.05,5.31,4.97,5.42,5.85
1612,2007.09.06,5.32,4.93,5.41,5.85
1613,2007.09.07,5.33,4.90,5.36,5.80
1614,2007.09.10,5.33,4.97,5.32,5.76
1615,2007.09.11,5.34,4.98,5.36,5.80
1616,2007.09.12,5.34,4.98,5.34,5.78
1617,2007.09.13,5.35,4.99,5.34,5.78
1618,2007.09.14,5.35,4.99,5.37,5.82
1619,2007.09.17,5.35,4.99,5.37,5.82
1620,2007.09.18,5.35,4.99,5.36,5.82
1621,2007.09.19,5.35,4.97,5.37,5.84
1622,2007.09.20,5.35,4.91,5.40,5.89
1623,2007.09.21,5.35,4.90,5.43,5.93
1624,2007.09.27,5.35,4.98,5.46,5.97
1625,2007.09.28,5.35,4.98,5.46,5.97
1626,2007.10.01,5.35,4.99,5.47,5.98
1627,2007.10.02,5.34,4.98,5.46,5.98
1628,2007.10.04,5.34,5.01,5.43,5.96
1629,2007.10.05,5.34,5.00,5.40,5.93
1630,2007.10.08,5.34,4.98,5.43,5.97
1631,2007.10.09,5.34,4.98,5.46,6.00
1632,2007.10.10,5.34,4.99,5.46,6.00
1633,2007.10.11,5.34,5.00,5.47,6.01
1634,2007.10.12,5.34,5.01,5.48,6.02
1635,2007.10.15,5.34,5.02,5.51,6.05
1636,2007.10.16,5.34,5.01,5.48,6.03
1637,2007.10.17,5.34,5.00,5.45,6.00
1638,2007.10.18,5.34,5.00,5.46,6.02
1639,2007.10.19,5.34,5.01,5.41,5.97
1640,2007.10.22,5.34,4.99,5.34,5.91
1641,2007.10.23,5.34,5.00,5.35,5.93
1642,2007.10.24,5.34,5.02,5.32,5.91
1643,2007.10.25,5.35,5.02,5.36,5.95
1644,2007.10.26,5.35,5.02,5.37,5.96
1645,2007.10.29,5.35,5.01,5.38,5.97
1646,2007.10.30,5.35,5.02,5.41,6.00
1647,2007.10.31,5.35,5.02,5.43,6.02
1648,2007.11.01,5.35,5.00,5.46,6.05
1649,2007.11.02,5.35,4.98,5.42,6.01
1650,2007.11.05,5.35,4.98,5.43,6.02
1651,2007.11.06,5.35,5.04,5.42,6.01
1652,2007.11.07,5.35,5.01,5.39,5.98
1653,2007.11.08,5.35,5.01,5.32,5.92
1654,2007.11.09,5.35,5.01,5.34,5.94
1655,2007.11.12,5.36,5.02,5.37,5.97
1656,2007.11.13,5.36,5.01,5.37,5.97
1657,2007.11.14,5.37,5.01,5.41,6.02
1658,2007.11.15,5.38,5.01,5.43,6.04
1659,2007.11.16,5.39,5.01,5.46,6.07
1660,2007.11.19,5.42,5.01,5.52,6.15
1661,2007.11.20,5.45,4.98,5.55,6.17
1662,2007.11.21,5.48,4.99,5.65,6.29
1663,2007.11.22,5.49,4.98,5.65,6.30
1664,2007.11.23,5.50,5.00,5.62,6.27
1665,2007.11.26,5.51,5.01,5.66,6.32
1666,2007.11.27,5.53,5.00,5.69,6.36
1667,2007.11.28,5.55,5.01,5.93,6.59
1668,2007.11.29,5.58,5.01,6.03,6.70
1669,2007.11.30,5.60,5.02,5.77,6.47
1670,2007.12.03,5.61,5.00,5.75,6.46
1671,2007.12.04,5.63,5.00,5.82,6.53
1672,2007.12.05,5.66,4.96,6.00,6.70
1673,2007.12.06,5.67,4.86,6.00,6.70
1674,2007.12.07,5.67,4.79,6.11,6.81
1675,2007.12.10,5.68,4.99,6.07,6.81
1676,2007.12.11,5.69,4.99,6.06,6.81
1677,2007.12.12,5.70,5.00,6.02,6.79
1678,2007.12.13,5.71,4.99,5.89,6.71
1679,2007.12.14,5.74,4.99,5.89,6.71
1680,2007.12.17,5.76,5.00,5.89,6.73
1681,2007.12.18,5.77,5.00,5.88,6.73
1682,2007.12.20,5.78,5.00,5.81,6.72
1683,2007.12.21,5.78,4.99,5.81,6.74
1684,2007.12.24,5.79,5.00,5.82,6.78
1685,2007.12.26,5.80,5.00,5.78,6.78
1686,2007.12.27,5.81,5.00,5.74,6.77
1687,2007.12.28,5.82,,5.74,6.77
1688,2007.12.31,5.82,5.02,5.74,6.77
1689,2008.01.02,5.84,4.96,5.86,6.91
1690,2008.01.03,5.85,4.98,5.86,6.92
1691,2008.01.04,5.86,4.99,5.83,6.91
1692,2008.01.07,5.86,4.95,5.82,6.91
1693,2008.01.08,5.87,4.98,5.90,7.01
1694,2008.01.09,5.88,4.99,5.85,7.00
1695,2008.01.10,5.89,5.01,5.73,6.92
1696,2008.01.11,5.89,5.00,5.52,6.75
1697,2008.01.14,5.89,5.01,5.53,6.76
1698,2008.01.15,5.89,5.01,5.43,6.67
1699,2008.01.16,5.88,5.02,5.35,6.58
1700,2008.01.17,5.88,5.02,5.45,6.67
1701,2008.01.18,5.87,4.97,5.36,6.60
1702,2008.01.21,5.86,4.93,5.35,6.57
1703,2008.01.22,5.86,4.90,5.30,6.53
1704,2008.01.23,5.82,5.01,5.05,6.30
1705,2008.01.24,5.79,5.01,5.10,6.35
1706,2008.01.25,5.76,5.01,5.19,6.45
1707,2008.01.28,5.70,5.01,5.06,6.31
1708,2008.01.29,5.65,5.00,5.08,6.32
1709,2008.01.30,5.60,4.98,5.09,6.33
1710,2008.01.31,5.50,4.96,5.04,6.28
1711,2008.02.01,5.46,4.91,5.05,6.29
1712,2008.02.04,5.41,4.96,5.16,6.40
1713,2008.02.05,5.39,4.94,5.14,6.38
1714,2008.02.11,5.36,5.00,5.12,6.36
1715,2008.02.12,5.35,5.00,5.08,6.32
1716,2008.02.13,5.33,5.00,5.01,6.25
1717,2008.02.14,5.31,5.00,5.01,6.24
1718,2008.02.15,5.29,5.00,5.02,6.26
1719,2008.02.18,5.27,4.98,5.00,6.24
1720,2008.02.19,5.25,4.95,5.05,6.27
1721,2008.02.20,5.24,4.94,5.03,6.25
1722,2008.02.21,5.22,5.02,5.12,6.32
1723,2008.02.22,5.22,5.00,5.05,6.23
1724,2008.02.25,5.20,4.98,5.08,6.26
1725,2008.02.26,5.19,4.95,5.09,6.27
1726,2008.02.27,5.19,4.94,5.06,6.25
1727,2008.02.28,5.19,4.96,5.03,6.20
1728,2008.02.29,5.18,4.94,4.97,6.14
1729,2008.03.03,5.17,4.94,4.92,6.09
1730,2008.03.04,5.17,4.95,4.94,6.10
1731,2008.03.05,5.17,4.93,4.92,6.05
1732,2008.03.06,5.17,5.00,4.95,6.06
1733,2008.03.07,5.17,5.00,5.00,6.10
1734,2008.03.10,5.17,4.99,5.14,6.16
1735,2008.03.11,5.17,4.99,5.16,6.16
1736,2008.03.12,5.18,4.98,5.16,6.16
1737,2008.03.13,5.21,4.98,5.27,6.24
1738,2008.03.14,5.23,4.98,5.25,6.21
1739,2008.03.17,5.26,4.96,5.33,6.26
1740,2008.03.18,5.26,4.99,5.13,6.06
1741,2008.03.19,5.26,4.95,5.25,6.15
1742,2008.03.20,5.27,4.98,5.20,6.10
1743,2008.03.21,5.30,4.98,5.18,6.08
1744,2008.03.24,5.33,4.97,5.29,6.18
1745,2008.03.25,5.35,4.97,5.28,6.17
1746,2008.03.26,5.36,4.94,5.28,6.17
1747,2008.03.27,5.36,4.94,5.17,6.07
1748,2008.03.28,5.37,4.96,5.17,6.07
1749,2008.03.31,5.38,4.98,5.10,6.01
1750,2008.04.01,5.39,4.97,5.13,6.04
1751,2008.04.02,5.40,5.00,5.10,6.01
1752,2008.04.03,5.40,5.01,5.14,6.05
1753,2008.04.04,5.40,5.10,5.14,6.05
1754,2008.04.07,5.40,5.04,5.11,6.03
1755,2008.04.08,5.40,5.03,5.03,5.95
1756,2008.04.10,5.40,4.98,4.91,5.83
1757,2008.04.11,5.40,5.00,4.94,5.87
1758,2008.04.14,5.40,5.00,4.95,5.88
1759,2008.04.15,5.39,5.00,4.94,5.86
1760,2008.04.16,5.38,5.00,4.94,5.86
1761,2008.04.17,5.38,5.00,4.95,5.87
1762,2008.04.18,5.38,5.00,4.98,5.90
1763,2008.04.21,5.38,4.97,4.97,5.89
1764,2008.04.22,5.37,4.98,4.93,5.85
1765,2008.04.23,5.37,4.98,4.95,5.87
1766,2008.04.24,5.37,5.00,4.92,5.85
1767,2008.04.25,5.36,4.96,4.94,5.87
1768,2008.04.28,5.36,4.89,4.92,5.85
1769,2008.04.29,5.36,4.94,4.91,5.84
1770,2008.04.30,5.36,4.95,4.88,5.82
1771,2008.05.02,5.36,4.96,4.90,5.84
1772,2008.05.06,5.36,5.19,4.92,5.86
1773,2008.05.07,5.36,5.18,4.98,5.91
1774,2008.05.08,5.36,5.01,5.22,6.14
1775,2008.05.09,5.36,5.00,5.22,6.14
1776,2008.05.13,5.36,4.93,5.30,6.22
1777,2008.05.14,5.36,4.87,5.27,6.20
1778,2008.05.15,5.36,4.90,5.26,6.19
1779,2008.05.16,5.37,4.95,5.31,6.24
1780,2008.05.19,5.37,4.93,5.46,6.39
1781,2008.05.20,5.37,4.63,5.33,6.27
1782,2008.05.21,5.37,4.62,5.39,6.33
