,일자,미국_USD,일본_JPY,유럽연합_EUR,중국_CNY,WTI,국제_금
0,2004-04-12,"1,141.80","1,074.13","1,378.38",137.95,,
1,2004-04-13,"1,141.10","1,082.12","1,370.23",137.86,,
2,2004-04-14,"1,151.30","1,072.87","1,375.23",139.10,,
3,2004-04-16,"1,160.10","1,070.20","1,392.00",140.16,,
4,2004-04-19,"1,153.60","1,069.63","1,391.47",139.38,,
5,2004-04-20,"1,151.40","1,065.03","1,374.08",139.11,,
6,2004-04-21,"1,154.80","1,062.18","1,368.55",139.52,,
7,2004-04-22,"1,159.70","1,059.18","1,369.49",140.11,,
8,2004-04-23,"1,158.30","1,058.58","1,380.00",139.94,,
9,2004-04-26,"1,155.00","1,058.27","1,363.59",139.54,,
10,2004-04-27,"1,152.00","1,061.95","1,369.96",139.18,,
11,2004-04-28,"1,156.40","1,058.30","1,374.73",139.72,,
12,2004-04-29,"1,170.70","1,061.09","1,383.77",141.44,,
13,2004-04-30,"1,173.30","1,063.35","1,402.56",141.76,,
14,2004-05-03,"1,171.80","1,064.11","1,404.05",141.57,,
15,2004-05-04,"1,169.80","1,059.12","1,398.26",141.33,,
16,2004-05-06,"1,166.10","1,067.76","1,419.03",140.88,,
17,2004-05-07,"1,171.10","1,060.30","1,411.18",141.49,,
18,2004-05-10,"1,183.10","1,048.01","1,400.44",142.94,,
19,2004-05-11,"1,188.30","1,048.35","1,411.34",143.57,,
20,2004-05-12,"1,181.50","1,046.96","1,401.26",142.74,,
21,2004-05-13,"1,185.50","1,039.18","1,406.24",143.22,,
22,2004-05-14,"1,187.00","1,036.77","1,399.71",143.41,,
23,2004-05-17,"1,183.50","1,040.99","1,417.83",142.98,,
24,2004-05-18,"1,182.00","1,038.76","1,416.75",142.80,,
25,2004-05-19,"1,173.40","1,036.21","1,409.61",141.76,,
26,2004-05-20,"1,179.80","1,038.92","1,406.68",142.54,,
27,2004-05-21,"1,175.30","1,050.03","1,411.89",141.99,,
28,2004-05-24,"1,177.20","1,044.54","1,405.81",142.22,,
29,2004-05-25,"1,177.70","1,045.26","1,419.72",142.28,,
30,2004-05-27,"1,169.80","1,050.66","1,423.06",141.33,,
31,2004-05-28,"1,165.00","1,053.54","1,431.20",140.75,,
32,2004-05-31,"1,160.10","1,059.55","1,416.25",140.16,,
33,2004-06-01,"1,160.60","1,058.84","1,421.74",140.22,,
34,2004-06-02,"1,164.80","1,053.74","1,430.14",140.73,,
35,2004-06-03,"1,164.40","1,051.57","1,423.13",140.68,,
36,2004-06-04,"1,163.80","1,047.05","1,420.77",140.61,,
37,2004-06-07,"1,159.20","1,052.10","1,429.18",140.06,,
38,2004-06-08,"1,157.90","1,054.84","1,427.57",139.90,,
39,2004-06-09,"1,154.20","1,058.41","1,413.55",139.45,,
40,2004-06-10,"1,159.40","1,053.43","1,398.47",140.08,,
41,2004-06-11,"1,164.00","1,053.78","1,395.87",140.63,,
42,2004-06-14,"1,162.40","1,047.02","1,392.32",140.44,,
43,2004-06-15,"1,163.40","1,050.00","1,403.76",140.56,,
44,2004-06-16,"1,157.10","1,055.17","1,406.17",139.80,,
45,2004-06-17,"1,157.30","1,055.45","1,391.54",139.83,,
46,2004-06-18,"1,160.00","1,059.07","1,392.23",140.15,,
47,2004-06-21,"1,156.70","1,066.08","1,403.60",139.76,,
48,2004-06-22,"1,158.40","1,065.69","1,400.27",139.96,,
49,2004-06-23,"1,159.90","1,068.64","1,413.69",140.14,,
50,2004-06-24,"1,155.70","1,067.42","1,394.35",139.63,,
51,2004-06-25,"1,149.80","1,069.58","1,397.47",138.92,,
52,2004-06-28,"1,152.50","1,068.81","1,398.44",139.25,,
53,2004-06-29,"1,151.90","1,063.82","1,402.09",139.18,,
54,2004-06-30,"1,155.50","1,061.65","1,394.69",139.61,,
55,2004-07-01,"1,152.70","1,065.93","1,403.30",139.27,,
56,2004-07-02,"1,155.10","1,059.53","1,406.45",139.56,,
57,2004-07-05,"1,152.70","1,059.95","1,421.51",139.27,,
58,2004-07-06,"1,154.90","1,055.76","1,422.26",139.53,,
59,2004-07-07,"1,152.00","1,059.60","1,422.26",139.18,,
60,2004-07-08,"1,150.00","1,056.50","1,421.06",138.94,,
61,2004-07-09,"1,149.30","1,062.20","1,427.78",138.86,,
62,2004-07-12,"1,147.60","1,064.27","1,423.94",138.65,,
63,2004-07-13,"1,149.80","1,056.80","1,421.50",138.92,,
64,2004-07-14,"1,153.00","1,054.89","1,423.03",139.31,,
65,2004-07-15,"1,160.90","1,061.05","1,433.60",140.26,,
66,2004-07-16,"1,164.50","1,060.95","1,440.49",140.70,,
67,2004-07-19,"1,157.50","1,068.59","1,439.70",139.85,,
68,2004-07-20,"1,160.70","1,069.47","1,444.49",140.24,,
69,2004-07-21,"1,159.00","1,067.12","1,428.93",140.03,,
70,2004-07-22,"1,162.40","1,059.42","1,424.93",140.44,,
71,2004-07-23,"1,166.20","1,061.24","1,426.96",140.90,,
72,2004-07-26,"1,161.30","1,059.97","1,410.05",140.31,,
73,2004-07-27,"1,164.80","1,059.87","1,414.53",140.73,,
74,2004-07-28,"1,167.40","1,050.95","1,408.47",141.05,,
75,2004-07-29,"1,168.30","1,046.11","1,409.90",141.15,,
76,2004-07-30,"1,170.00","1,046.70","1,409.38",141.36,,
77,2004-08-02,"1,164.80","1,046.82","1,404.63",140.73,,
78,2004-08-03,"1,165.00","1,048.13","1,399.75",140.75,,
79,2004-08-04,"1,167.60","1,048.40","1,404.51",141.07,,
80,2004-08-05,"1,163.40","1,048.86","1,403.99",140.56,,
81,2004-08-06,"1,162.60","1,041.94","1,403.61",140.46,,
82,2004-08-09,"1,156.30","1,048.42","1,419.07",139.70,,
83,2004-08-10,"1,155.00","1,043.08","1,418.34",139.54,,
84,2004-08-11,"1,159.70","1,042.71","1,420.40",140.11,,
85,2004-08-12,"1,157.80","1,045.32","1,417.61",139.88,,
86,2004-08-13,"1,162.30","1,038.42","1,417.19",140.43,,
87,2004-08-16,"1,159.10","1,046.40","1,432.88",140.04,,
88,2004-08-17,"1,157.60","1,049.03","1,432.41",139.86,,
89,2004-08-18,"1,157.80","1,053.79","1,429.13",139.89,,
90,2004-08-19,"1,155.10","1,055.56","1,426.78",139.56,,
91,2004-08-20,"1,154.30","1,057.05","1,427.75",139.46,,
92,2004-08-23,"1,153.20","1,054.88","1,418.44",139.33,,
93,2004-08-24,"1,156.00","1,051.20","1,404.02",139.67,,
94,2004-08-25,"1,156.40","1,055.21","1,397.74",139.72,,
95,2004-08-26,"1,153.70","1,047.77","1,394.82",139.39,,
96,2004-08-27,"1,153.00","1,054.61","1,398.82",139.31,,
97,2004-08-30,"1,154.50","1,047.17","1,387.59",139.49,,
98,2004-08-31,"1,153.00","1,050.57","1,393.05",139.31,,
99,2004-09-01,"1,151.70","1,052.74","1,401.85",139.15,,
100,2004-09-02,"1,150.50","1,050.59","1,401.31",139.01,,
101,2004-09-03,"1,150.00","1,047.65","1,399.26",138.94,,
102,2004-09-06,"1,152.80","1,046.48","1,391.89",139.28,,
103,2004-09-07,"1,150.80","1,049.04","1,390.86",139.04,,
104,2004-09-08,"1,149.60","1,050.49","1,388.14",138.90,,
105,2004-09-09,"1,145.10","1,046.52","1,395.88",138.35,,
106,2004-09-10,"1,145.80","1,041.07","1,402.92",138.44,,
107,2004-09-13,"1,145.00","1,044.99","1,404.57",138.34,,
108,2004-09-14,"1,145.10","1,041.95","1,406.18",138.35,,
109,2004-09-15,"1,144.10","1,044.55","1,400.38",138.23,,
110,2004-09-16,"1,145.80","1,041.40","1,392.66",138.44,,
111,2004-09-17,"1,146.50","1,045.50","1,397.58",138.52,,
112,2004-09-20,"1,146.20","1,043.23","1,394.93",138.49,,
113,2004-09-21,"1,146.90","1,041.88","1,397.27",138.57,,
114,2004-09-22,"1,144.20","1,041.98","1,410.23",138.25,,
115,2004-09-23,"1,146.30","1,035.88","1,407.54",138.50,,
116,2004-09-24,"1,149.30","1,038.49","1,411.80",138.86,,
117,2004-09-30,"1,151.80","1,038.97","1,421.15",139.16,,
118,2004-10-01,"1,148.60","1,041.63","1,427.59",138.78,,
119,2004-10-04,"1,149.60","1,038.15","1,421.94",138.90,,
120,2004-10-05,"1,148.60","1,035.52","1,411.11",138.78,,
121,2004-10-06,"1,152.50","1,036.33","1,418.15",139.25,,
122,2004-10-07,"1,150.10","1,034.17","1,415.54",138.96,,
123,2004-10-08,"1,147.90","1,039.67","1,416.05",138.69,,
124,2004-10-11,"1,146.00","1,049.16","1,422.24",138.46,,
125,2004-10-12,"1,146.00","1,044.00","1,413.48",138.46,,
126,2004-10-13,"1,147.10","1,044.15","1,414.37",138.60,,
127,2004-10-14,"1,144.50","1,044.16","1,415.17",138.28,,
128,2004-10-15,"1,145.40","1,045.12","1,419.38",138.39,,
129,2004-10-18,"1,143.60","1,046.63","1,428.13",138.17,,
130,2004-10-19,"1,145.00","1,046.33","1,427.01",138.34,,
131,2004-10-20,"1,142.80","1,054.24","1,430.79",138.08,,
132,2004-10-21,"1,141.10","1,058.83","1,436.87",137.87,,
133,2004-10-22,"1,140.50","1,059.55","1,441.14",137.80,,
134,2004-10-25,"1,136.20","1,063.66","1,450.81",137.28,,
135,2004-10-26,"1,133.50","1,060.93","1,452.13",136.95,,
136,2004-10-27,"1,128.90","1,056.53","1,441.38",136.40,,
137,2004-10-28,"1,125.00","1,059.32","1,432.91",135.93,,
138,2004-10-29,"1,119.60","1,055.43","1,428.95",135.27,,
139,2004-11-01,"1,119.00","1,052.88","1,431.09",135.20,,
140,2004-11-02,"1,114.80","1,048.04","1,418.58",134.69,,
141,2004-11-03,"1,116.20","1,050.15","1,420.92",134.86,,
142,2004-11-04,"1,113.50","1,047.61","1,429.18",134.54,,
143,2004-11-05,"1,110.50","1,046.65","1,430.88",134.18,,
144,2004-11-08,"1,105.20","1,048.18","1,434.55",133.53,,
145,2004-11-09,"1,103.50","1,044.49","1,426.27",133.33,,
146,2004-11-10,"1,110.40","1,049.03","1,433.53",134.16,,
147,2004-11-11,"1,112.10","1,039.20","1,433.22",134.37,,
148,2004-11-12,"1,104.50","1,041.69","1,427.23",133.45,,
149,2004-11-15,"1,092.00","1,037.04","1,417.09",131.94,,
150,2004-11-16,"1,090.30","1,033.75","1,410.85",131.73,,
151,2004-11-17,"1,081.40","1,026.48","1,404.09",130.66,,
152,2004-11-18,"1,065.40","1,026.99","1,391.63",128.73,,
153,2004-11-19,"1,068.70","1,026.81","1,386.32",129.12,,
154,2004-11-22,"1,065.30","1,031.47","1,388.83",128.71,,
155,2004-11-23,"1,065.80","1,030.75","1,384.58",128.77,,
156,2004-11-24,"1,066.60","1,030.73","1,397.78",128.87,,
157,2004-11-25,"1,057.20","1,029.21","1,394.34",127.74,,
158,2004-11-26,"1,047.00","1,022.26","1,391.88",126.50,,
159,2004-11-29,"1,047.00","1,017.29","1,388.95",126.50,,
160,2004-11-30,"1,048.00","1,016.98","1,390.70",126.62,,
161,2004-12-01,"1,046.00","1,018.20","1,394.11",126.38,,
162,2004-12-02,"1,041.50","1,019.28","1,391.76",125.84,,
163,2004-12-03,"1,045.30","1,009.76","1,388.89",126.30,,
164,2004-12-06,"1,040.80","1,017.60","1,398.11",125.75,,
165,2004-12-07,"1,041.80","1,016.69","1,401.85",125.87,,
166,2004-12-08,"1,058.50","1,023.30","1,415.43",127.89,,
167,2004-12-09,"1,055.30","1,014.03","1,406.19",127.51,,
168,2004-12-10,"1,067.50","1,013.00","1,413.58",128.98,,
169,2004-12-13,"1,061.80","1,010.47","1,408.37",128.29,,
170,2004-12-14,"1,058.00","1,009.06","1,407.88",127.83,,
171,2004-12-15,"1,061.00","1,008.36","1,412.40",128.19,,
172,2004-12-16,"1,056.30","1,012.75","1,417.55",127.63,,
173,2004-12-17,"1,060.00","1,014.45","1,407.04",128.07,,
174,2004-12-20,"1,058.20","1,012.83","1,410.58",127.86,,
175,2004-12-21,"1,055.50","1,015.88","1,414.11",127.53,,
176,2004-12-22,"1,053.50","1,008.62","1,408.32",127.29,,
177,2004-12-23,"1,050.50","1,009.90","1,410.72",126.93,,
178,2004-12-24,"1,047.50","1,009.93","1,413.71",126.56,,
179,2004-12-27,"1,046.40","1,009.06","1,418.29",126.43,,
180,2004-12-28,"1,042.40","1,011.16","1,418.91",125.95,,
181,2004-12-29,"1,041.00","1,008.33","1,419.72",125.78,,
182,2004-12-30,"1,041.80","1,004.63","1,420.08",125.87,,
183,2004-12-31,"1,035.00","1,009.46","1,412.15",125.05,,
184,2005-01-03,"1,038.10","1,009.82","1,399.36",125.43,,
185,2005-01-04,"1,038.70","1,011.00","1,398.61",125.50,,
186,2005-01-05,"1,046.30","1,002.88","1,390.32",126.42,,
187,2005-01-06,"1,058.50","1,013.11","1,401.67",127.89,,
188,2005-01-07,"1,051.00","1,003.92","1,385.22",126.99,,
189,2005-01-10,"1,053.60","1,006.50","1,378.32",127.30,,
190,2005-01-11,"1,045.00","1,003.84","1,371.98",126.26,,
191,2005-01-12,"1,042.10","1,008.03","1,367.34",125.91,,
192,2005-01-13,"1,036.60","1,012.30","1,373.39",125.25,,
193,2005-01-14,"1,042.80","1,011.94","1,368.78",126.00,,
194,2005-01-17,"1,035.70","1,013.70","1,358.22",125.14,,
195,2005-01-18,"1,035.70","1,009.65","1,351.07",125.14,,
196,2005-01-19,"1,030.90","1,005.56","1,342.64",124.56,,
197,2005-01-20,"1,033.10","1,006.92","1,345.30",124.82,,
198,2005-01-21,"1,038.00","1,002.90","1,343.79",125.42,,
199,2005-01-24,"1,032.20","1,003.60","1,349.09",124.71,,
200,2005-01-25,"1,031.30","1,000.10","1,343.99",124.61,,
201,2005-01-26,"1,031.60",995.75,"1,339.53",124.64,,
202,2005-01-27,"1,028.50",995.45,"1,346.51",124.27,,
203,2005-01-28,"1,024.10",992.06,"1,336.14",123.74,,
204,2005-01-31,"1,025.50",990.44,"1,335.82",123.91,,
205,2005-02-01,"1,027.80",990.27,"1,342.72",124.18,,
206,2005-02-02,"1,027.80",990.46,"1,344.16",124.18,,
207,2005-02-03,"1,025.10",984.16,"1,335.50",123.86,,
208,2005-02-04,"1,026.70",982.58,"1,332.30",124.05,,
209,2005-02-07,"1,026.20",983.42,"1,319.28",123.99,,
210,2005-02-11,"1,033.20",977.30,"1,330.55",124.84,,
211,2005-02-14,"1,025.10",977.22,"1,326.99",123.86,,
212,2005-02-15,"1,026.50",978.08,"1,332.60",124.03,,
213,2005-02-16,"1,026.20",975.94,"1,336.11",123.99,,
214,2005-02-17,"1,025.60",973.89,"1,338.41",123.92,,
215,2005-02-18,"1,024.10",970.71,"1,339.52",123.74,,
216,2005-02-21,"1,023.20",968.39,"1,336.61",123.63,,
217,2005-02-22,"1,006.50",961.23,"1,326.06",121.61,,
218,2005-02-23,"1,003.80",958.10,"1,329.03",121.28,,
219,2005-02-24,"1,006.50",960.68,"1,333.21",121.61,,
220,2005-02-25,"1,008.50",956.38,"1,330.92",121.85,,
221,2005-02-28,"1,006.00",961.30,"1,335.26",121.55,,
222,2005-03-02,"1,007.30",962.08,"1,326.41",121.71,,
223,2005-03-03,"1,006.30",959.57,"1,321.88",121.59,,
224,2005-03-04,"1,008.20",955.91,"1,322.25",121.81,,
225,2005-03-07,"1,004.60",958.13,"1,329.29",121.38,,
226,2005-03-08,"1,004.30",956.02,"1,329.09",121.34,,
227,2005-03-09,"1,001.20",956.35,"1,336.60",120.97,,
228,2005-03-10,"1,000.00",961.08,"1,342.90",120.82,,
229,2005-03-11,"1,000.30",960.26,"1,343.40",120.86,,
230,2005-03-14,"1,000.80",957.06,"1,345.58",120.92,,
231,2005-03-15,"1,003.80",957.46,"1,341.78",121.28,,
232,2005-03-16,"1,003.80",960.94,"1,336.76",121.28,,
233,2005-03-17,"1,001.00",959.82,"1,341.34",120.94,,
234,2005-03-18,"1,004.90",958.87,"1,344.15",121.42,,
235,2005-03-21,"1,009.00",961.04,"1,338.14",121.91,,
236,2005-03-22,"1,009.40",959.96,"1,329.38",121.96,,
237,2005-03-23,"1,008.40",957.37,"1,319.39",121.84,,
238,2005-03-24,"1,013.30",953.25,"1,316.88",122.43,,
239,2005-03-25,"1,014.40",953.07,"1,313.65",122.56,,
240,2005-03-28,"1,016.80",950.28,"1,313.50",122.85,,
241,2005-03-29,"1,019.10",950.65,"1,320.14",123.13,,
242,2005-03-30,"1,023.60",954.41,"1,326.59",123.68,,
243,2005-03-31,"1,015.50",947.74,"1,312.74",122.70,,
244,2005-04-01,"1,008.00",937.50,"1,306.52",121.79,,
245,2005-04-04,"1,013.30",940.85,"1,307.46",122.43,,
246,2005-04-06,"1,013.30",939.11,"1,305.13",122.43,,
247,2005-04-07,"1,012.50",933.27,"1,307.64",122.33,,
248,2005-04-08,"1,015.10",934.03,"1,302.07",122.65,,
249,2005-04-11,"1,015.00",935.87,"1,313.00",122.64,,
250,2005-04-12,"1,013.20",940.76,"1,315.94",122.42,,
251,2005-04-13,"1,011.50",941.28,"1,307.46",122.21,,
252,2005-04-14,"1,016.30",941.80,"1,309.50",122.79,,
253,2005-04-15,"1,022.50",942.83,"1,308.80",123.54,,
254,2005-04-18,"1,019.70",945.30,"1,319.70",123.20,,
255,2005-04-19,"1,013.90",944.83,"1,320.60",122.50,,
256,2005-04-20,"1,008.90",943.34,"1,319.24",121.90,,
257,2005-04-21,"1,006.20",941.25,"1,319.43",121.57,,
258,2005-04-22,"1,004.00",940.52,"1,310.12",121.31,,
259,2005-04-25,998.90,942.98,"1,301.87",120.69,,
260,2005-04-26,998.90,944.14,"1,299.97",120.69,,
261,2005-04-27,"1,002.80",943.37,"1,295.62",121.16,,
262,2005-04-28,"1,002.60",946.30,"1,297.36",121.14,,
263,2005-04-29,997.10,945.75,"1,290.65",120.47,,
264,2005-05-02,"1,001.00",950.62,"1,287.29",120.94,,
265,2005-05-03,"1,002.30",952.76,"1,286.95",121.10,,
266,2005-05-04,999.80,954.92,"1,296.14",120.80,,
267,2005-05-06,998.00,953.38,"1,291.61",120.58,,
268,2005-05-09,"1,000.80",950.34,"1,281.72",120.92,,
269,2005-05-10,999.10,942.90,"1,282.44",120.72,,
270,2005-05-11,"1,000.20",946.26,"1,288.06",120.85,,
271,2005-05-12,999.70,941.34,"1,276.42",120.79,,
272,2005-05-13,"1,001.40",936.76,"1,269.37",120.99,,
273,2005-05-16,"1,009.00",937.30,"1,272.35",121.91,,
274,2005-05-17,"1,004.50",936.95,"1,269.29",121.37,,
275,2005-05-18,"1,005.20",933.77,"1,267.96",121.45,,
276,2005-05-19,"1,005.00",937.94,"1,273.84",121.43,,
277,2005-05-20,"1,004.40",933.46,"1,270.57",121.36,,
278,2005-05-23,"1,004.40",929.23,"1,262.23",121.36,,
279,2005-05-24,"1,000.80",930.28,"1,259.21",120.92,,
280,2005-05-25,"1,000.60",931.22,"1,259.56",120.90,,
281,2005-05-26,"1,001.70",927.50,"1,258.94",121.03,,
282,2005-05-27,"1,002.50",929.53,"1,256.03",121.13,,
283,2005-05-30,"1,002.50",928.67,"1,257.34",121.13,,
284,2005-05-31,"1,007.90",930.23,"1,250.30",121.78,,
285,2005-06-01,"1,010.70",932.29,"1,246.40",122.12,,
286,2005-06-02,"1,012.80",933.46,"1,237.64",122.37,,
287,2005-06-03,"1,007.80",934.71,"1,240.60",121.77,,
288,2005-06-07,"1,006.20",942.49,"1,237.22",121.57,,
289,2005-06-08,"1,005.70",940.26,"1,239.63",121.51,,
290,2005-06-09,"1,004.20",936.27,"1,228.74",121.33,,
291,2005-06-10,"1,006.20",935.39,"1,230.38",121.57,,
292,2005-06-13,"1,012.20",932.04,"1,224.96",122.30,,
293,2005-06-14,"1,013.50",926.16,"1,228.26",122.46,,
294,2005-06-15,"1,012.20",926.92,"1,219.90",122.30,,
295,2005-06-16,"1,014.20",927.48,"1,225.76",122.54,,
296,2005-06-17,"1,009.30",926.05,"1,223.57",121.95,,
297,2005-06-20,"1,008.20",926.23,"1,233.23",121.81,,
298,2005-06-21,"1,013.40",926.62,"1,231.28",122.44,,
299,2005-06-22,"1,010.30",930.47,"1,229.99",122.07,,
300,2005-06-23,"1,009.30",928.22,"1,223.83",121.95,,
301,2005-06-24,"1,012.50",928.77,"1,218.85",122.33,,
302,2005-06-27,"1,012.30",926.25,"1,232.17",122.31,,
303,2005-06-28,"1,021.00",930.04,"1,238.98",123.36,,
304,2005-06-29,"1,026.10",932.31,"1,238.30",123.98,,
305,2005-06-30,"1,025.40",930.49,"1,240.43",123.89,,
306,2005-07-01,"1,031.40",927.35,"1,242.12",124.62,,
307,2005-07-04,"1,043.40",934.53,"1,246.86",126.07,,
308,2005-07-05,"1,053.00",940.43,"1,251.17",127.23,,
309,2005-07-06,"1,047.80",939.06,"1,250.97",126.60,,
310,2005-07-07,"1,052.50",937.89,"1,255.21",127.17,,
311,2005-07-08,"1,054.80",938.60,"1,259.59",127.45,,
312,2005-07-11,"1,043.70",932.37,"1,253.90",126.10,,
313,2005-07-12,"1,039.50",934.13,"1,265.07",125.60,,
314,2005-07-13,"1,036.90",932.63,"1,266.37",125.28,,
315,2005-07-14,"1,031.80",922.24,"1,245.38",124.67,,
316,2005-07-15,"1,042.10",931.03,"1,264.90",125.91,,
317,2005-07-18,"1,034.80",922.53,"1,248.18",125.03,,
318,2005-07-19,"1,039.90",925.67,"1,249.54",125.64,,
319,2005-07-20,"1,042.30",921.57,"1,259.31",125.93,,
320,2005-07-21,"1,035.50",919.14,"1,258.96",125.11,,
321,2005-07-22,"1,021.20",920.66,"1,243.62",125.92,,
322,2005-07-25,"1,022.70",914.35,"1,231.33",126.09,,
323,2005-07-26,"1,026.90",917.53,"1,238.34",126.63,,
324,2005-07-27,"1,031.00",914.33,"1,237.20",127.13,,
325,2005-07-28,"1,027.90",913.69,"1,240.68",126.70,,
326,2005-07-29,"1,026.80",915.31,"1,245.20",126.64,,
327,2005-08-01,"1,024.40",913.01,"1,248.23",126.38,,
328,2005-08-02,"1,020.40",914.50,"1,246.42",125.90,,
329,2005-08-03,"1,017.30",910.74,"1,241.11",125.54,,
330,2005-08-04,"1,011.60",910.37,"1,248.11",124.81,,
331,2005-08-05,"1,013.90",909.74,"1,255.82",125.13,,
332,2005-08-08,"1,016.00",904.40,"1,252.93",125.37,,
333,2005-08-09,"1,012.90",905.59,"1,257.21",124.91,,
334,2005-08-10,"1,014.70",912.01,"1,257.42",125.16,,
335,2005-08-11,"1,014.80",919.29,"1,258.15",125.19,,
336,2005-08-12,"1,013.80",923.06,"1,264.21",125.16,,
337,2005-08-16,"1,016.30",929.40,"1,256.65",125.51,,
338,2005-08-17,"1,018.00",924.61,"1,251.63",125.68,,
339,2005-08-18,"1,018.50",923.56,"1,249.70",125.75,,
340,2005-08-19,"1,025.50",927.93,"1,248.24",126.59,,
341,2005-08-22,"1,022.60",927.95,"1,245.94",126.17,,
342,2005-08-23,"1,027.20",934.67,"1,254.72",126.73,,
343,2005-08-24,"1,027.80",929.46,"1,252.68",126.87,,
344,2005-08-25,"1,024.00",931.33,"1,261.06",126.41,,
345,2005-08-26,"1,028.70",934.33,"1,267.67",127.00,,
346,2005-08-29,"1,031.20",935.33,"1,273.02",127.36,,
347,2005-08-30,"1,034.20",931.88,"1,264.41",127.75,,
348,2005-08-31,"1,038.40",932.72,"1,269.65",128.24,,
349,2005-09-01,"1,036.40",935.13,"1,278.55",127.95,,
350,2005-09-02,"1,026.40",933.77,"1,284.03",126.80,,
351,2005-09-05,"1,022.50",935.93,"1,283.03",126.58,,
352,2005-09-06,"1,024.10",935.25,"1,277.56",126.56,,
353,2005-09-07,"1,026.00",934.85,"1,284.76",126.80,,
354,2005-09-08,"1,025.70",930.85,"1,277.10",126.75,,
355,2005-09-09,"1,027.10",928.75,"1,275.66",126.89,,
356,2005-09-12,"1,024.90",933.68,"1,264.73",126.60,,
357,2005-09-13,"1,025.70",927.65,"1,260.48",126.75,,
358,2005-09-14,"1,025.20",926.19,"1,258.54",126.66,,
359,2005-09-15,"1,024.70",926.16,"1,251.36",126.64,,
360,2005-09-16,"1,027.80",929.29,"1,263.37",127.07,,
361,2005-09-20,"1,028.60",924.83,"1,252.63",127.13,,
362,2005-09-21,"1,029.80",923.50,"1,257.39",127.31,,
363,2005-09-22,"1,027.60",922.36,"1,256.65",127.00,,
364,2005-09-23,"1,030.90",922.09,"1,249.55",127.46,,
365,2005-09-26,"1,034.70",920.88,"1,244.95",127.88,,
366,2005-09-27,"1,035.80",917.21,"1,243.27",127.99,,
367,2005-09-28,"1,037.30",918.45,"1,248.70",128.19,,
368,2005-09-29,"1,037.00",918.43,"1,251.45",128.12,,
369,2005-09-30,"1,041.00",919.04,"1,252.01",128.63,,
370,2005-10-04,"1,041.00",911.88,"1,241.91",128.65,,
371,2005-10-05,"1,039.10",911.57,"1,242.24",128.41,,
372,2005-10-06,"1,041.90",915.63,"1,257.47",128.76,,
373,2005-10-07,"1,037.20",914.64,"1,261.86",128.18,,
374,2005-10-10,"1,037.90",912.84,"1,259.70",128.26,,
375,2005-10-11,"1,041.70",912.09,"1,252.85",128.82,,
376,2005-10-12,"1,042.90",908.85,"1,247.00",128.95,,
377,2005-10-13,"1,047.70",912.87,"1,257.55",129.51,,
378,2005-10-14,"1,045.00",911.95,"1,255.88",129.20,,
379,2005-10-17,"1,047.30",916.43,"1,265.87",129.46,,
380,2005-10-18,"1,051.30",910.85,"1,260.30",129.99,,
381,2005-10-19,"1,054.80",909.47,"1,253.63",130.37,,
382,2005-10-20,"1,055.80",913.48,"1,265.27",130.47,,
383,2005-10-21,"1,057.90",917.04,"1,274.77",130.76,,
384,2005-10-24,"1,058.10",915.31,"1,264.54",130.82,,
385,2005-10-25,"1,055.00",912.00,"1,261.04",130.38,,
386,2005-10-26,"1,042.50",905.66,"1,262.36",128.86,,
387,2005-10-27,"1,043.30",903.06,"1,262.71",129.01,,
388,2005-10-28,"1,042.30",904.22,"1,266.19",128.90,,
389,2005-10-31,"1,040.20",898.74,"1,254.90",128.67,,
390,2005-11-01,"1,042.30",893.76,"1,248.88",128.93,,
391,2005-11-02,"1,039.50",889.37,"1,250.10",128.56,,
392,2005-11-03,"1,043.60",892.58,"1,258.89",129.08,,
393,2005-11-04,"1,047.90",890.62,"1,251.51",129.62,,
394,2005-11-07,"1,049.50",889.56,"1,239.25",129.80,,
395,2005-11-08,"1,048.40",889.53,"1,230.09",129.63,,
396,2005-11-09,"1,046.00",891.05,"1,231.46",129.35,,
397,2005-11-10,"1,044.70",886.99,"1,229.40",129.20,,
398,2005-11-11,"1,041.40",884.42,"1,218.54",128.81,,
399,2005-11-14,"1,038.00",879.81,"1,220.58",128.38,,
400,2005-11-15,"1,034.50",870.28,"1,209.33",127.98,,
401,2005-11-16,"1,037.30",868.91,"1,214.57",128.31,,
402,2005-11-17,"1,035.50",870.68,"1,209.05",128.10,,
403,2005-11-18,"1,036.10",869.50,"1,214.10",128.16,,
404,2005-11-21,"1,039.30",871.17,"1,224.30",128.58,,
405,2005-11-22,"1,044.50",876.99,"1,225.83",129.22,,
406,2005-11-23,"1,036.80",874.49,"1,227.16",128.25,,
407,2005-11-24,"1,037.90",873.29,"1,224.62",128.43,,
408,2005-11-25,"1,041.20",873.05,"1,225.60",128.85,,
409,2005-11-28,"1,038.50",866.43,"1,215.56",128.50,,
410,2005-11-29,"1,036.30",869.16,"1,225.32",128.22,,
411,2005-11-30,"1,033.50",865.58,"1,218.50",127.91,,
412,2005-12-01,"1,034.70",863.11,"1,219.39",128.05,,
413,2005-12-02,"1,038.50",860.75,"1,217.33",128.53,,
414,2005-12-05,"1,036.40",854.13,"1,212.59",128.26,,
415,2005-12-06,"1,034.20",854.85,"1,218.70",127.98,,
416,2005-12-07,"1,035.40",855.42,"1,218.04",128.18,,
