,일자,미국_USD,일본_JPY,유럽연합_EUR,중국_CNY,WTI,국제_금
876,2007-10-03,,,,,79.94,729.30
877,2007-10-04,916.50,786.02,"1,292.54",122.13,81.44,737.80
878,2007-10-05,916.70,786.66,"1,295.11",122.15,81.22,741.30
879,2007-10-08,914.60,780.98,"1,291.42",121.94,79.02,732.80
880,2007-10-09,918.50,783.03,"1,290.03",122.41,80.26,737.40
881,2007-10-10,916.30,781.16,"1,293.54",122.06,81.30,740.40
882,2007-10-11,917.10,781.57,"1,301.00",122.17,83.08,751.30
883,2007-10-12,918.30,782.53,"1,302.88",122.34,83.69,748.70
884,2007-10-15,916.90,779.41,"1,300.62",122.08,86.13,757.10
885,2007-10-16,917.50,784.86,"1,300.10",122.17,87.61,757.00
886,2007-10-17,918.40,788.80,"1,302.66",122.29,87.40,757.50
887,2007-10-18,917.80,787.47,"1,308.14",122.22,89.47,764.10
888,2007-10-19,915.80,794.97,"1,309.14",122.03,88.60,764.00
889,2007-10-22,917.00,804.39,"1,314.43",122.24,87.56,755.80
890,2007-10-23,918.00,801.05,"1,303.56",122.38,85.27,759.00
891,2007-10-24,917.90,803.27,"1,304.06",122.53,87.10,761.60
892,2007-10-25,916.60,803.68,"1,307.53",122.49,90.46,767.30
893,2007-10-26,909.90,795.09,"1,307.07",121.61,91.86,783.90
894,2007-10-29,907.00,793.53,"1,308.44",121.37,93.53,789.10
895,2007-10-30,907.00,792.35,"1,304.99",121.42,90.38,787.80
896,2007-10-31,900.70,784.92,"1,302.05",120.62,94.53,795.30
897,2007-11-01,903.60,782.68,"1,307.51",121.20,93.49,793.70
898,2007-11-02,907.10,790.02,"1,310.94",121.69,95.93,808.50
899,2007-11-05,908.00,793.01,"1,315.69",121.84,93.98,810.80
900,2007-11-06,907.80,792.28,"1,317.58",121.81,96.70,823.40
901,2007-11-07,906.10,796.57,"1,326.53",121.75,96.37,833.50
902,2007-11-08,908.50,806.84,"1,329.77",122.39,95.46,837.50
903,2007-11-09,906.80,805.90,"1,334.17",122.34,96.32,834.70
904,2007-11-12,911.30,826.35,"1,334.60",122.97,94.62,807.70
905,2007-11-13,918.70,834.65,"1,343.60",123.95,91.17,799.00
906,2007-11-14,913.50,820.75,"1,339.19",123.06,94.09,814.70
907,2007-11-15,915.50,823.29,"1,345.33",123.30,93.43,787.30
908,2007-11-16,917.40,833.02,"1,340.96",123.61,93.84,787.00
909,2007-11-19,919.00,832.20,"1,347.53",123.78,94.64,778.00
910,2007-11-20,922.20,836.31,"1,356.37",124.19,98.03,791.40
911,2007-11-21,928.90,852.20,"1,378.49",125.10,97.29,798.60
912,2007-11-22,933.60,858.56,"1,385.93",125.97,,
913,2007-11-23,930.60,863.27,"1,386.59",125.82,98.18,824.70
914,2007-11-26,929.30,858.08,"1,380.29",125.65,97.70,826.50
915,2007-11-27,929.30,858.87,"1,380.29",125.82,94.42,814.00
916,2007-11-28,931.40,857.01,"1,377.07",126.04,90.62,800.30
917,2007-11-29,928.70,845.81,"1,376.80",125.58,91.01,795.30
918,2007-11-30,921.10,835.46,"1,358.81",124.78,88.71,782.20
919,2007-12-03,925.00,836.73,"1,357.90",125.03,89.31,788.30
920,2007-12-04,922.50,837.11,"1,355.15",124.72,88.32,801.30
921,2007-12-05,923.30,835.94,"1,361.31",124.94,87.49,797.50
922,2007-12-06,922.10,831.77,"1,345.34",124.72,90.23,801.20
923,2007-12-07,919.20,826.10,"1,343.69",124.22,88.28,794.40
924,2007-12-10,923.60,827.23,"1,352.89",124.98,87.86,807.70
925,2007-12-11,924.00,825.74,"1,360.87",125.20,90.02,811.40
926,2007-12-12,926.50,834.31,"1,362.79",125.75,94.39,813.50
927,2007-12-13,925.00,827.52,"1,360.68",125.59,92.25,799.00
928,2007-12-14,930.10,827.86,"1,363.06",126.37,91.27,793.30
929,2007-12-17,933.60,826.19,"1,346.90",126.66,90.63,794.80
930,2007-12-18,939.40,831.18,"1,354.05",127.30,90.49,803.00
931,2007-12-19,,,,,91.24,801.10
932,2007-12-20,943.70,833.66,"1,356.10",128.13,91.06,799.20
933,2007-12-21,940.70,832.11,"1,354.14",127.86,93.31,811.60
934,2007-12-24,939.60,823.63,"1,351.14",127.88,94.13,812.80
935,2007-12-26,939.00,822.60,"1,353.76",128.10,95.97,826.00
936,2007-12-27,940.00,823.41,"1,363.94",128.54,96.62,828.60
937,2007-12-28,936.10,827.31,"1,370.45",128.06,96.00,842.70
938,2007-12-31,932.00,832.14,"1,374.23",127.60,95.98,838.00
939,2008-01-02,936.90,840.65,"1,373.50",128.43,99.62,860.00
940,2008-01-03,936.60,854.56,"1,379.61",128.65,99.18,869.10
941,2008-01-04,938.50,858.65,"1,381.94",129.04,97.91,865.70
942,2008-01-07,940.50,860.63,"1,379.71",129.37,,
943,2008-01-08,939.30,860.16,"1,383.59",129.29,,
944,2008-01-09,937.40,855.29,"1,381.17",129.03,95.67,881.70
945,2008-01-10,937.60,854.31,"1,375.83",129.08,93.71,893.60
946,2008-01-11,937.60,862.16,"1,386.99",129.15,92.69,897.70
947,2008-01-14,937.30,866.67,"1,393.77",129.16,,
948,2008-01-15,935.70,868.88,"1,393.26",129.13,,
949,2008-01-16,940.10,884.13,"1,393.42",129.81,90.84,
950,2008-01-17,945.60,880.45,"1,387.57",130.74,90.13,880.50
951,2008-01-18,942.80,879.64,"1,380.16",130.22,90.57,881.70
952,2008-01-21,948.50,892.71,"1,379.78",131.01,,
953,2008-01-22,954.00,900.00,"1,372.62",131.88,89.85,890.30
954,2008-01-23,952.80,895.49,"1,395.38",131.78,86.99,883.10
955,2008-01-24,949.40,893.81,"1,386.79",131.40,89.41,905.80
956,2008-01-25,946.50,879.65,"1,397.79",131.28,90.71,910.70
957,2008-01-28,949.80,892.67,"1,395.26",131.75,90.99,927.10
958,2008-01-29,944.30,884.18,"1,395.68",131.21,91.64,925.10
959,2008-01-30,944.70,886.21,"1,396.08",131.30,92.33,920.60
960,2008-01-31,943.90,885.96,"1,404.81",131.26,91.75,922.70
961,2008-02-01,944.20,887.41,"1,403.84",131.46,88.96,908.70
962,2008-02-04,942.80,882.44,"1,396.66",131.25,90.02,904.90
963,2008-02-05,941.70,881.08,"1,395.60",131.10,88.41,885.90
964,2008-02-06,,,,,87.14,900.70
965,2008-02-07,,,,,88.11,906.10
966,2008-02-08,,,,,91.77,918.40
967,2008-02-11,945.30,885.53,"1,376.92",131.57,93.59,922.90
968,2008-02-12,945.40,883.72,"1,375.56",131.58,92.78,907.40
969,2008-02-13,945.90,882.95,"1,378.08",131.65,93.27,906.50
970,2008-02-14,945.30,872.85,"1,377.77",131.57,95.46,907.40
971,2008-02-15,945.10,872.67,"1,385.33",131.63,95.50,902.80
972,2008-02-18,945.30,876.33,"1,387.70",131.84,,
973,2008-02-19,943.90,875.03,"1,388.48",131.83,100.01,926.60
974,2008-02-20,946.00,879.59,"1,392.51",132.31,100.74,934.60
975,2008-02-21,948.40,877.09,"1,396.99",132.75,98.23,946.10
976,2008-02-22,948.50,882.57,"1,404.54",132.82,98.81,944.70
977,2008-02-25,947.20,883.01,"1,404.22",132.62,99.23,937.60
978,2008-02-26,947.30,877.13,"1,403.33",132.45,100.88,946.10
979,2008-02-27,941.00,880.51,"1,416.02",131.69,99.64,958.20
980,2008-02-28,936.50,881.00,"1,414.12",131.16,102.59,967.50
981,2008-02-29,939.00,898.99,"1,428.59",131.88,101.84,975.00
982,2008-03-03,946.90,921.29,"1,441.18",133.23,102.45,984.20
983,2008-03-04,947.20,915.26,"1,438.42",133.26,99.52,966.30
984,2008-03-05,948.30,915.35,"1,439.42",133.44,104.52,988.50
985,2008-03-06,949.60,915.37,"1,452.32",133.56,105.47,977.10
986,2008-03-07,957.50,935.06,"1,476.85",134.78,105.15,974.20
987,2008-03-10,965.30,947.30,"1,485.50",135.88,107.90,971.80
988,2008-03-11,970.00,950.51,"1,488.47",136.57,108.75,976.00
989,2008-03-12,971.30,942.19,"1,491.82",136.74,109.92,980.50
990,2008-03-13,982.40,979.46,"1,529.60",138.46,110.33,993.80
991,2008-03-14,997.30,993.33,"1,557.08",140.78,110.21,999.50
992,2008-03-17,"1,029.20","1,058.30","1,622.53",145.35,105.68,"1,002.60"
993,2008-03-18,"1,014.00","1,042.67","1,599.38",143.20,109.42,"1,004.30"
994,2008-03-19,"1,009.10","1,017.24","1,584.79",142.81,104.48,945.30
995,2008-03-20,"1,010.00","1,019.17","1,574.09",143.20,101.84,920.00
996,2008-03-21,"1,003.10","1,006.52","1,548.79",142.22,,
997,2008-03-24,997.20,997.70,"1,533.69",141.39,100.86,918.70
998,2008-03-25,976.50,973.09,"1,518.26",138.51,101.22,935.00
999,2008-03-26,986.80,984.63,"1,539.41",140.27,105.90,949.20
1000,2008-03-27,987.80,995.67,"1,558.75",140.85,107.58,948.80
1001,2008-03-28,993.00,992.80,"1,564.97",141.65,105.62,930.60
1002,2008-03-31,990.40,995.88,"1,563.35",141.24,101.58,916.20
1003,2008-04-01,983.80,981.84,"1,542.89",140.28,100.98,882.90
1004,2008-04-02,974.70,957.94,"1,522.68",138.85,104.83,895.20
1005,2008-04-03,975.60,949.95,"1,523.40",139.17,103.83,905.00
1006,2008-04-04,973.80,951.44,"1,528.09",138.92,106.23,909.00
1007,2008-04-07,974.90,948.44,"1,525.43",139.27,109.09,922.70
1008,2008-04-08,976.10,956.49,"1,539.31",139.44,108.50,914.00
1009,2008-04-09,,,,,110.87,933.60
1010,2008-04-10,976.30,964.91,"1,545.48",139.63,110.11,928.30
1011,2008-04-11,975.70,960.52,"1,546.29",139.55,110.14,923.60
1012,2008-04-14,979.70,973.08,"1,544.99",140.08,111.76,925.40
1013,2008-04-15,986.90,977.61,"1,564.53",141.13,113.79,928.70
1014,2008-04-16,989.50,973.92,"1,567.86",141.56,114.93,945.10
1015,2008-04-17,994.20,976.43,"1,586.74",142.31,114.86,939.80
1016,2008-04-18,999.30,975.88,"1,592.18",143.13,116.69,912.20
1017,2008-04-21,991.50,957.51,"1,573.01",142.01,117.48,914.70
1018,2008-04-22,998.50,968.01,"1,586.12",143.01,119.37,922.30
1019,2008-04-23,992.50,963.78,"1,584.72",142.19,118.30,906.20
1020,2008-04-24,996.50,960.20,"1,579.35",142.77,116.06,886.80
1021,2008-04-25,996.00,954.11,"1,555.25",142.59,118.52,887.30
1022,2008-04-28,996.60,953.23,"1,558.68",142.58,118.75,892.90
1023,2008-04-29,"1,001.00",960.19,"1,557.96",143.29,115.63,874.20
1024,2008-04-30,"1,003.50",964.90,"1,564.76",143.66,113.46,862.80
1025,2008-05-01,,,,,112.52,848.90
1026,2008-05-02,"1,011.20",964.89,"1,564.02",144.77,116.32,856.10
1027,2008-05-05,,,,,119.97,872.30
1028,2008-05-06,"1,016.30",968.37,"1,575.16",145.52,121.84,876.00
1029,2008-05-07,"1,026.10",977.52,"1,590.97",146.94,123.53,869.60
1030,2008-05-08,"1,047.50","1,009.15","1,606.66",149.86,123.69,880.60
1031,2008-05-09,"1,044.70","1,013.29","1,616.15",149.46,125.96,884.50
1032,2008-05-12,,,,,124.23,883.70
1033,2008-05-13,"1,044.00","1,006.27","1,621.65",149.46,125.80,868.50
1034,2008-05-14,"1,050.50",999.14,"1,620.40",150.46,124.22,865.40
1035,2008-05-15,"1,045.10",997.99,"1,624.40",149.62,124.12,879.00
1036,2008-05-16,"1,041.00",996.36,"1,610.74",149.03,126.29,899.00
1037,2008-05-19,"1,043.20","1,001.63","1,625.31",149.50,127.05,905.00
1038,2008-05-20,"1,045.00","1,006.74","1,629.68",149.82,129.07,919.50
1039,2008-05-21,"1,043.50","1,010.07","1,632.97",149.93,133.17,928.00
1040,2008-05-22,"1,045.00","1,011.91","1,646.92",150.36,130.81,917.90
1041,2008-05-23,"1,047.60","1,007.02","1,646.62",150.84,132.19,925.60
1042,2008-05-26,"1,048.50","1,015.00","1,653.48",151.08,,
1043,2008-05-27,"1,041.50","1,002.41","1,640.99",150.12,128.85,907.70
1044,2008-05-28,"1,037.00",996.73,"1,631.10",149.47,131.03,900.50
1045,2008-05-29,"1,030.30",981.52,"1,607.47",148.54,126.62,877.20
1046,2008-05-30,"1,030.10",976.58,"1,594.49",148.51,127.35,887.30
1047,2008-06-02,"1,023.70",974.49,"1,590.83",147.59,127.76,892.90
1048,2008-06-03,"1,016.90",975.72,"1,584.33",146.80,124.31,881.60
1049,2008-06-04,"1,017.30",970.06,"1,571.73",146.67,122.30,879.90
1050,2008-06-05,"1,023.50",966.39,"1,580.18",147.56,127.79,871.80
1051,2008-06-06,,,,,138.54,895.40
1052,2008-06-09,"1,031.80",980.80,"1,633.86",149.04,134.35,894.70
1053,2008-06-10,"1,026.00",961.75,"1,596.66",148.27,131.31,867.90
1054,2008-06-11,"1,030.00",958.14,"1,596.81",148.78,136.38,879.70
1055,2008-06-12,"1,035.00",963.42,"1,596.90",149.84,136.74,869.20
1056,2008-06-13,"1,043.00",965.29,"1,607.26",151.09,134.86,870.30
1057,2008-06-16,"1,040.00",958.53,"1,599.00",150.68,134.61,883.60
1058,2008-06-17,"1,025.00",951.72,"1,590.60",148.72,134.01,884.30
1059,2008-06-18,"1,030.00",952.82,"1,599.59",149.67,136.68,890.90
1060,2008-06-19,"1,028.00",955.92,"1,596.69",149.48,131.93,901.70
1061,2008-06-20,"1,029.00",954.99,"1,599.58",149.63,135.36,901.30
1062,2008-06-23,"1,041.00",968.82,"1,620.52",151.53,136.74,884.80
1063,2008-06-24,"1,034.50",958.31,"1,611.13",150.58,137.00,889.20
1064,2008-06-25,"1,039.00",962.75,"1,615.65",151.30,134.55,880.00
1065,2008-06-26,"1,038.00",959.78,"1,623.85",151.29,139.64,913.10
1066,2008-06-27,"1,042.50",975.21,"1,641.94",151.95,140.21,931.30
1067,2008-06-30,"1,046.00",992.88,"1,653.20",152.57,140.00,928.30
1068,2008-07-01,"1,047.00",988.20,"1,647.98",152.71,140.97,944.50
1069,2008-07-02,"1,042.00",982.56,"1,649.90",151.98,143.57,946.50
1070,2008-07-03,"1,045.00",986.04,"1,660.30",152.51,145.29,933.60
1071,2008-07-04,"1,050.40",983.98,"1,649.65",153.34,,
1072,2008-07-07,"1,042.90",970.14,"1,630.05",152.20,141.37,928.80
1073,2008-07-08,"1,032.70",966.68,"1,620.31",150.67,136.04,923.30
1074,2008-07-09,"1,006.50",937.41,"1,580.00",146.85,136.05,928.60
1075,2008-07-10,"1,003.50",935.75,"1,578.30",146.62,141.65,942.00
1076,2008-07-11,"1,003.00",935.02,"1,582.13",146.72,145.08,960.60
1077,2008-07-14,"1,004.60",941.96,"1,594.70",147.15,145.18,973.70
1078,2008-07-15,"1,010.50",956.73,"1,613.26",148.02,138.74,978.70
1079,2008-07-16,"1,009.30",968.15,"1,605.80",148.10,134.60,962.70
1080,2008-07-17,"1,012.80",962.55,"1,605.29",148.57,129.29,970.70
1081,2008-07-18,"1,013.80",953.72,"1,607.68",148.72,128.88,958.00
1082,2008-07-21,"1,019.50",956.38,"1,617.95",149.57,131.04,963.70
1083,2008-07-22,"1,017.60",955.13,"1,619.51",149.30,127.95,948.50
1084,2008-07-23,"1,013.80",940.88,"1,597.95",148.72,124.44,922.80
1085,2008-07-24,"1,007.10",933.97,"1,579.43",147.50,125.49,922.30
1086,2008-07-25,"1,010.00",945.87,"1,586.00",148.09,123.26,926.80
1087,2008-07-28,"1,006.00",933.64,"1,579.42",147.51,124.73,927.70
1088,2008-07-29,"1,008.80",937.55,"1,588.86",147.54,122.19,916.50
1089,2008-07-30,"1,013.50",937.73,"1,580.05",148.56,126.77,902.90
1090,2008-07-31,"1,012.10",938.69,"1,581.91",148.26,124.08,913.90
1091,2008-08-01,"1,014.60",944.25,"1,579.83",148.52,125.10,909.00
1092,2008-08-04,"1,017.40",944.40,"1,584.80",148.69,121.41,900.10
1093,2008-08-05,"1,017.90",943.55,"1,579.07",148.69,119.17,878.60
1094,2008-08-06,"1,015.90",937.61,"1,575.97",148.19,118.58,875.60
1095,2008-08-07,"1,016.50",928.82,"1,572.32",148.42,120.02,870.70
1096,2008-08-08,"1,027.90",935.05,"1,559.32",149.95,115.20,857.80
1097,2008-08-11,"1,033.00",940.63,"1,553.94",150.65,114.45,821.50
1098,2008-08-12,"1,034.70",941.49,"1,541.70",150.91,113.01,808.20
1099,2008-08-13,"1,039.40",954.45,"1,554.73",151.39,116.00,825.00
1100,2008-08-14,"1,039.80",949.24,"1,551.17",151.80,115.01,808.20
1101,2008-08-15,,,,,113.77,786.00
1102,2008-08-18,"1,046.90",950.43,"1,544.49",152.39,112.87,799.70
1103,2008-08-19,"1,049.40",953.13,"1,536.95",152.73,114.53,811.10
1104,2008-08-20,"1,049.30",953.39,"1,548.03",152.96,114.98,810.30
1105,2008-08-21,"1,054.00",968.31,"1,559.92",153.76,121.18,833.00
1106,2008-08-22,"1,063.50",974.44,"1,581.21",155.39,114.59,827.40
1107,2008-08-25,"1,078.90",981.26,"1,589.65",157.87,115.11,819.80
1108,2008-08-26,"1,089.40",993.07,"1,599.78",159.07,116.27,822.20
1109,2008-08-27,"1,084.10",992.77,"1,596.01",158.49,118.15,828.10
1110,2008-08-28,"1,081.80",992.29,"1,597.39",158.41,115.59,833.30
1111,2008-08-29,"1,089.00","1,001.47","1,606.28",159.21,115.46,831.20
1112,2008-09-01,"1,116.00","1,036.50","1,634.83",162.95,,
1113,2008-09-02,"1,134.00","1,047.48","1,644.87",165.69,109.71,806.60
1114,2008-09-03,"1,148.50","1,053.19","1,657.29",168.08,109.35,804.30
1115,2008-09-04,"1,126.00","1,038.55","1,636.64",164.54,107.89,799.30
1116,2008-09-05,"1,120.50","1,052.41","1,600.41",163.91,106.23,798.80
1117,2008-09-08,"1,086.00",997.61,"1,553.52",158.96,106.34,798.50
1118,2008-09-09,"1,101.30","1,023.70","1,555.48",160.98,103.26,788.10
1119,2008-09-10,"1,092.50","1,018.55","1,546.76",159.78,102.58,758.90
1120,2008-09-11,"1,108.50","1,034.82","1,545.25",161.97,100.87,742.10
1121,2008-09-12,"1,110.10","1,031.88","1,561.80",162.30,101.18,761.00
1122,2008-09-15,,,,,95.71,783.80
1123,2008-09-16,"1,161.00","1,118.17","1,656.05",169.74,91.15,777.10
1124,2008-09-17,"1,121.00","1,062.26","1,596.42",164.13,97.16,847.10
1125,2008-09-18,"1,143.00","1,086.81","1,644.78",167.35,97.88,893.20
1126,2008-09-19,"1,136.00","1,056.35","1,613.57",166.33,104.55,861.00
1127,2008-09-22,"1,137.00","1,071.02","1,658.88",166.64,120.92,904.30
1128,2008-09-23,"1,143.00","1,080.34","1,682.84",167.77,106.61,885.90
1129,2008-09-24,"1,154.50","1,088.12","1,694.81",169.53,105.73,889.40
1130,2008-09-25,"1,155.00","1,091.17","1,699.58",169.35,108.02,878.00
1131,2008-09-26,"1,166.00","1,106.79","1,700.73",170.47,106.89,882.90
1132,2008-09-29,"1,185.00","1,116.03","1,699.29",173.17,96.37,888.20
1133,2008-09-30,"1,207.00","1,152.38","1,733.25",176.51,100.64,874.20
1134,2008-10-01,"1,187.00","1,116.44","1,677.11",173.54,98.53,880.70
1135,2008-10-02,"1,223.50","1,162.14","1,701.89",178.93,93.97,839.00
1136,2008-10-03,,,,,93.88,828.90
1137,2008-10-06,"1,272.00","1,231.36","1,729.03",185.83,87.81,862.70
1138,2008-10-07,"1,312.00","1,286.91","1,775.79",191.95,90.06,878.40
1139,2008-10-08,"1,395.00","1,391.94","1,904.18",204.40,88.95,903.10
1140,2008-10-09,"1,373.00","1,357.26","1,890.62",201.38,86.59,883.10
1141,2008-10-10,"1,284.00","1,297.76","1,750.61",188.26,77.70,855.40
1142,2008-10-13,"1,236.00","1,229.85","1,686.52",181.07,81.19,838.90
1143,2008-10-14,"1,205.00","1,177.10","1,645.07",176.43,78.63,836.30
1144,2008-10-15,"1,243.00","1,224.15","1,691.85",181.99,74.54,835.50
1145,2008-10-16,"1,345.00","1,338.31","1,811.04",196.93,69.85,801.50
1146,2008-10-17,"1,310.00","1,296.39","1,760.25",191.74,71.85,785.10
1147,2008-10-20,"1,315.00","1,287.45","1,773.94",192.56,74.25,787.60
1148,2008-10-21,"1,325.50","1,308.88","1,757.22",193.96,70.89,766.10
1149,2008-10-22,"1,363.00","1,374.82","1,753.91",199.33,66.75,733.30
1150,2008-10-23,"1,408.80","1,443.00","1,806.79",206.15,67.84,713.30
1151,2008-10-24,"1,440.00","1,526.23","1,813.68",210.37,64.15,729.10
1152,2008-10-27,"1,454.50","1,569.89","1,810.27",212.34,63.22,741.70
1153,2008-10-28,"1,466.00","1,546.74","1,833.53",214.26,62.73,739.30
1154,2008-10-29,"1,420.00","1,466.18","1,802.69",207.60,67.50,752.80
1155,2008-10-30,"1,269.00","1,287.93","1,671.78",185.80,65.96,738.50
1156,2008-10-31,"1,298.00","1,335.39","1,650.15",189.74,67.81,718.20
1157,2008-11-03,"1,263.00","1,274.47","1,617.65",184.78,63.91,726.80
1158,2008-11-04,"1,280.00","1,291.23","1,616.51",187.22,70.53,757.30
1159,2008-11-05,"1,266.00","1,278.79","1,623.65",185.30,65.30,742.40
1160,2008-11-06,"1,327.00","1,352.98","1,711.43",194.29,60.77,732.20
1161,2008-11-07,"1,323.00","1,358.04","1,693.97",193.79,61.04,734.20
1162,2008-11-10,"1,333.00","1,345.51","1,706.91",195.25,62.41,746.50
1163,2008-11-11,"1,346.00","1,376.28","1,717.09",197.22,59.33,732.80
1164,2008-11-12,"1,353.00","1,382.87","1,704.10",198.15,56.16,718.30
1165,2008-11-13,"1,390.00","1,449.43","1,727.49",203.51,58.24,705.00
1166,2008-11-14,"1,397.50","1,442.51","1,775.38",204.76,57.04,742.50
1167,2008-11-17,"1,404.00","1,445.34","1,773.25",206.02,54.95,742.00
1168,2008-11-18,"1,437.00","1,485.73","1,811.34",210.86,54.39,732.70
1169,2008-11-19,"1,446.50","1,495.55","1,828.38",212.10,53.62,736.00
1170,2008-11-20,"1,500.00","1,575.63","1,875.00",219.52,49.62,748.70
1171,2008-11-21,"1,505.00","1,584.21","1,885.77",220.25,49.93,791.80
1172,2008-11-24,"1,515.00","1,590.55","1,908.90",221.88,54.50,819.50
1173,2008-11-25,"1,502.30","1,555.98","1,934.96",220.05,50.77,818.50
1174,2008-11-26,"1,478.10","1,555.08","1,911.63",216.51,54.44,808.50
1175,2008-11-27,"1,478.00","1,553.66","1,907.21",216.46,,
1176,2008-11-28,"1,463.00","1,535.15","1,893.56",214.23,54.43,816.20
1177,2008-12-01,"1,450.00","1,531.31","1,831.35",211.06,49.28,774.60
1178,2008-12-02,"1,466.00","1,576.34","1,843.93",212.88,46.96,781.30
1179,2008-12-03,"1,470.00","1,576.41","1,866.90",213.52,46.79,768.80
1180,2008-12-04,"1,477.00","1,589.88","1,868.41",214.56,43.67,763.80
1181,2008-12-05,"1,475.50","1,599.63","1,885.39",214.49,40.81,750.50
1182,2008-12-08,"1,452.00","1,549.63","1,872.50",211.14,43.71,767.40
1183,2008-12-09,"1,448.00","1,567.78","1,858.07",210.62,42.07,772.40
1184,2008-12-10,"1,393.80","1,504.70","1,808.87",203.18,43.52,807.10
1185,2008-12-11,"1,358.50","1,467.70","1,785.07",198.32,47.98,824.90
1186,2008-12-12,"1,376.00","1,528.89","1,826.64",200.88,46.28,818.90
1187,2008-12-15,"1,371.00","1,508.91","1,842.62",200.09,44.51,835.40
1188,2008-12-16,"1,362.00","1,507.64","1,865.53",198.98,43.60,841.70
1189,2008-12-17,"1,314.00","1,485.08","1,859.57",192.11,40.06,867.50
1190,2008-12-18,"1,292.00","1,470.02","1,864.87",189.17,36.22,859.60
1191,2008-12-19,"1,290.00","1,453.03","1,837.22",188.73,42.36,836.40
1192,2008-12-22,"1,315.00","1,465.18","1,850.47",192.39,39.91,846.20
1193,2008-12-23,"1,354.00","1,499.78","1,895.60",197.95,38.98,837.20
1194,2008-12-24,"1,313.00","1,453.24","1,833.47",191.82,35.35,847.10
1195,2008-12-26,"1,303.00","1,440.10","1,832.67",190.36,37.71,870.40
1196,2008-12-29,"1,285.00","1,420.36","1,829.33",187.59,40.02,874.60
1197,2008-12-30,"1,325.00","1,466.84","1,867.59",193.71,39.03,870.00
1198,2008-12-31,"1,310.00","1,452.33","1,847.76",191.52,44.60,884.30
1199,2009-01-02,"1,328.00","1,455.50","1,848.84",193.59,46.34,879.50
1200,2009-01-05,"1,318.00","1,429.04","1,814.89",192.41,48.81,857.80
1201,2009-01-06,"1,308.00","1,395.20","1,755.86",191.23,48.58,866.00
1202,2009-01-07,"1,295.00","1,384.73","1,756.02",189.60,42.63,841.70
1203,2009-01-08,"1,332.00","1,454.15","1,807.52",194.94,41.70,854.50
1204,2009-01-09,"1,335.00","1,464.94","1,826.28",195.38,40.83,855.00
1205,2009-01-12,"1,354.50","1,502.50","1,808.93",197.74,37.59,821.00
1206,2009-01-13,"1,353.00","1,517.67","1,796.51",197.89,37.78,820.70
1207,2009-01-14,"1,344.00","1,495.83","1,790.21",196.49,37.28,808.80
1208,2009-01-15,"1,382.00","1,551.07","1,820.09",202.19,35.40,807.30
1209,2009-01-16,"1,360.00","1,507.43","1,795.20",198.98,36.51,839.90
1210,2009-01-19,"1,370.00","1,509.64","1,821.14",200.39,,
1211,2009-01-20,"1,375.50","1,516.87","1,779.62",201.16,38.74,855.20
1212,2009-01-21,"1,375.00","1,531.69","1,774.99",201.08,43.55,850.10
1213,2009-01-22,"1,375.00","1,542.34","1,791.63",201.32,43.67,858.80
1214,2009-01-23,"1,391.50","1,575.88","1,783.49",203.14,46.47,895.80
1215,2009-01-26,,,,,45.73,908.80
1216,2009-01-27,,,,,41.58,899.50
1217,2009-01-28,"1,377.00","1,546.32","1,827.69",201.46,42.16,888.20
1218,2009-01-29,"1,375.00","1,526.93","1,797.13",201.17,41.44,905.10
1219,2009-01-30,"1,379.50","1,544.27","1,779.14",201.83,41.68,927.30
1220,2009-02-02,"1,391.00","1,557.67","1,772.27",203.21,40.08,906.70
1221,2009-02-03,"1,391.00","1,552.11","1,788.13",203.51,40.78,892.00
1222,2009-02-04,"1,383.00","1,554.98","1,797.49",202.43,40.32,901.60
1223,2009-02-05,"1,383.00","1,544.73","1,771.62",202.49,41.17,913.60
1224,2009-02-06,"1,377.00","1,508.21","1,763.94",201.76,40.17,913.90
1225,2009-02-09,"1,383.00","1,515.45","1,782.27",202.40,39.56,892.40
1226,2009-02-10,"1,384.50","1,513.45","1,788.77",202.71,37.55,913.70
1227,2009-02-11,"1,395.00","1,549.48","1,804.15",204.13,35.94,943.80
1228,2009-02-12,"1,401.00","1,554.94","1,806.59",205.12,33.98,948.50
1229,2009-02-13,"1,404.20","1,540.37","1,811.42",205.59,37.51,941.50
1230,2009-02-16,"1,428.00","1,558.27","1,819.13",209.08,,
1231,2009-02-17,"1,460.00","1,584.37","1,844.42",213.45,34.93,967.00
1232,2009-02-18,"1,463.00","1,580.94","1,847.77",214.05,34.62,977.70
1233,2009-02-19,"1,487.00","1,589.69","1,873.32",217.56,39.48,976.10
1234,2009-02-20,"1,507.00","1,607.47","1,898.82",220.48,40.03,"1,001.80"
1235,2009-02-23,"1,487.00","1,588.17","1,920.76",217.56,38.44,994.60
1236,2009-02-24,"1,514.00","1,591.17","1,929.90",221.41,39.96,969.10
1237,2009-02-25,"1,515.00","1,561.21","1,951.17",221.56,42.50,965.70
1238,2009-02-26,"1,515.00","1,548.13","1,926.63",221.49,45.22,942.60
1239,2009-02-27,"1,533.00","1,569.09","1,936.95",224.19,44.76,942.50
1240,2009-03-02,"1,575.00","1,616.55","1,979.78",230.16,40.15,940.00
1241,2009-03-03,"1,552.40","1,586.35","1,965.34",226.93,41.65,913.60
1242,2009-03-04,"1,551.00","1,565.09","1,943.40",226.69,45.38,906.70
